archive_name,archive_sha256,at_csv_data_rows,at_csv_member,at_meta_member,cell,charge_discharge_disagreement_at_percent,charge_discharge_disagreement_et_percent,elapsed_seconds,error,et_csv_data_rows,et_csv_member,et_meta_member,file_id,lab,mapping_method,metadata_conflict_flags,q_charge_at_Ah,q_charge_et_Ah,q_discharge_at_Ah,q_discharge_et_Ah,q_rel_charge_percent,q_rel_discharge_percent,q_rel_end_percent,q_rpt_at_Ah,q_rpt_et_Ah,sampling,serial,serial_internal,stage,status,tp,type
TP_z07_02.zip,5c6d10b50686b5a97655e5477bcb4956e37572e7e4fe2794764fe8adb27ef762,316974,TP_z07_02/TP_z07_02_25_AT_T23.csv,TP_z07_02/TP_z07_02_25_AT_T23_meta.txt,2,0.2320263581430864,0.3113221941169374,25.095,,318743,TP_z07_02/TP_z07_02_01_ET_T23.csv,TP_z07_02/TP_z07_02_01_ET_T23_meta.txt,47632486,INT,archive-serial-plus-complement-of-exactly-mapped-twin-stage,archive_internal_serial_conflicts_with_experiments_meta,4.63835258910638,4.8376559866872295,4.649127289769494,4.852740163644147,95.8801659702692,95.80416698590038,95.84210732765838,4.643739939437937,4.845198075165689,cLH,TP_z07_02,INT029,1,extracted-stage1,7,z
TP_z05_03.zip,f5a66b9bf7d8dab31d84828b576daf34305faf82af393d4148d5d0d691b689e2,317777,TP_z05_03/TP_z05_03_25_AT_T23.csv,TP_z05_03/TP_z05_03_25_AT_T23_meta.txt,3,0.22602823229199762,0.25528867283255174,35.915,,319116,TP_z05_03/TP_z05_03_01_ET_T23.csv,TP_z05_03/TP_z05_03_01_ET_T23_meta.txt,47632489,INT,archive-serial-plus-complement-of-exactly-mapped-twin-stage,archive_internal_serial_conflicts_with_experiments_meta,4.733218888921976,4.864706568072131,4.743929404301408,4.877141485374635,97.29710975759299,97.26864431813804,97.28285887060485,4.7385741466116915,4.870924026723383,cLH,TP_z05_03,INT024,1,extracted-stage1,5,z
TP_z03_01.zip,859d0a03221a200c6529362d876dd8e6d77c4887b2901259bdbff9e26dcb1848,617974,TP_z03_01/TP_z03_01_33_AT_T23.csv,TP_z03_01/TP_z03_01_33_AT_T23_meta.txt,1,0.02879412016307848,0.20387654984103276,38.511,,618935,TP_z03_01/TP_z03_01_01_ET_T23.csv,TP_z03_01/TP_z03_01_01_ET_T23_meta.txt,47632507,SIE,exact-archive-serial-plus-internal-serial,,4.336101377445786,4.865583278901773,4.33735009946606,4.875513184595005,89.11781237509723,88.9619191918225,89.03978632604901,4.3367257384559235,4.870548231748389,cLH,TP_z03_01,S025,1,extracted-stage1,3,z
TP_z02_02.zip,256965882d4b777d58f481594ed76807b2e2078b77ddb67fbca3e00dd9444fad,621918,TP_z02_02/TP_z02_02_33_AT_T23.csv,TP_z02_02/TP_z02_02_33_AT_T23_meta.txt,2,0.14570487237490953,0.06670411686032253,88.035,,617436,TP_z02_02/TP_z02_02_01_ET_T23.csv,TP_z02_02/TP_z02_02_01_ET_T23_meta.txt,47632510,SIE,exact-archive-serial-plus-internal-serial,,4.51348442268852,4.825632030499467,4.506912843526296,4.822414208480473,93.53146684541882,93.4576054375555,93.4945484586371,4.510198633107407,4.82402311948997,cLH,TP_z02_02,S023,1,extracted-stage1,2,z
TP_z01_01.zip,ef32549ba2519f36a35cffe3086ef35f6280bc7295aac28f8e82386726d5c3c1,619863,TP_z01_01/TP_z01_01_33_AT_T23.csv,TP_z01_01/TP_z01_01_33_AT_T23_meta.txt,1,0.12554456132893685,0.2055856120831599,39.344,,619878,TP_z01_01/TP_z01_01_01_ET_T23.csv,TP_z01_01/TP_z01_01_01_ET_T23_meta.txt,47632513,SIE,exact-archive-serial-plus-internal-serial,,4.389390830074143,4.757648832283686,4.394904932864852,4.76743993830893,92.25966406535352,92.18584795477842,92.2227180712403,4.392147881469498,4.762544385296308,cLH,TP_z01_01,S019,1,extracted-stage1,1,z
TP_z15_02.zip,e16689b1b066c81e672632884f6e6345e8d3252e2372fb9a6d79749d658c3630,314959,TP_z15_02/TP_z15_02_25_AT_T23.csv,TP_z15_02/TP_z15_02_25_AT_T23_meta.txt,2,0.1092471333981158,0.28944788890857,31.111,,318420,TP_z15_02/TP_z15_02_01_ET_T23.csv,TP_z15_02/TP_z15_02_01_ET_T23_meta.txt,47632516,INT,archive-serial-plus-complement-of-exactly-mapped-twin-stage,archive_internal_serial_conflicts_with_experiments_meta,4.343649300631618,4.82169076396074,4.348397206452929,4.835667273442543,90.08560509723692,89.92341616087403,90.00439326594238,4.346023253542274,4.828679018701642,cLH,TP_z15_02,INT053,1,extracted-stage1,15,z
TP_z17_01.zip,1bd28e85127d82f03ebb40a3af0419ea142bc82703be942b68dcc221c7e20a4c,324419,TP_z17_01/TP_z17_01_31_AT_T23.csv,TP_z17_01/TP_z17_01_31_AT_T23_meta.txt,1,0.2690686800757657,0.24416589138661504,30.49,,321659,TP_z17_01/TP_z17_01_01_ET_T23.csv,TP_z17_01/TP_z17_01_01_ET_T23_meta.txt,47632522,HM,exact-archive-serial-plus-internal-serial,,4.234253593312698,4.872964020326216,4.245661991780874,4.884876679688855,86.89277359017397,86.91441504417475,86.90360752743663,4.239957792546786,4.878920350007535,cLH,TP_z17_01,HM034,1,extracted-stage1,17,z
TP_z02_03.zip,67572a2117c757ea992a19760fc15d3fd68efd169d956e8ed947894c9b1d88ba,621002,TP_z02_03/TP_z02_03_33_AT_T23.csv,TP_z02_03/TP_z02_03_33_AT_T23_meta.txt,3,0.09256985905670637,0.16957280083522097,35.292,,617287,TP_z02_03/TP_z02_03_01_ET_T23.csv,TP_z02_03/TP_z02_03_01_ET_T23_meta.txt,47632525,SIE,exact-archive-serial-plus-internal-serial,,4.510675997190181,4.827053842948332,4.5148534571376775,4.835246159317804,93.44573613529637,93.37380783473225,93.40974149230584,4.51276472716393,4.831150001133068,cLH,TP_z02_03,S024,1,extracted-stage1,2,z
TP_z16_02.zip,16399d7e1933da8fb65845649c304c6a03b21cc620e637515e1f0ec2941a4747,325649,TP_z16_02/TP_z16_02_31_AT_T23.csv,TP_z16_02/TP_z16_02_31_AT_T23_meta.txt,2,0.2627720975338547,0.3073427314269528,29.148,,321383,TP_z16_02/TP_z16_02_01_ET_T23.csv,TP_z16_02/TP_z16_02_01_ET_T23_meta.txt,47632528,HM,exact-archive-serial-plus-internal-serial,,4.330714615958169,4.827318974366558,4.342109496876528,4.84217822276702,89.71262597219291,89.67264931432591,89.69260692692134,4.336412056417348,4.834748598566788,cLH,TP_z16_02,HM032,1,extracted-stage1,16,z
TP_z15_01.zip,6c4b794d798d21eed4f172ec7a9e98406733ef2a7a1745fea25ce00b2daf9458,315247,TP_z15_01/TP_z15_01_25_AT_T23.csv,TP_z15_01/TP_z15_01_25_AT_T23_meta.txt,1,0.17786581227632703,0.27578157257794894,21.188,,318632,TP_z15_01/TP_z15_01_01_ET_T23.csv,TP_z15_01/TP_z15_01_01_ET_T23_meta.txt,47632531,INT,archive-serial-plus-complement-of-exactly-mapped-twin-stage,archive_internal_serial_conflicts_with_experiments_meta,4.390838691293113,4.874269860615301,4.39865544386235,4.887730760028641,90.08197774956264,89.99381634999418,90.03783626655488,4.394747067577732,4.881000310321971,cLH,TP_z15_01,INT052,1,extracted-stage1,15,z
TP_z06_03.zip,acc9603bfdc75b230a8f9c20ee140f623816d64a6aaa08c5b82c6a257daf7c82,315674,TP_z06_03/TP_z06_03_25_AT_T23.csv,TP_z06_03/TP_z06_03_25_AT_T23_meta.txt,3,0.18235063523604753,0.25640873444631046,29.668,,318854,TP_z06_03/TP_z06_03_01_ET_T23.csv,TP_z06_03/TP_z06_03_01_ET_T23_meta.txt,47632534,INT,archive-serial-plus-validated-lab-date-envelope,archive_internal_serial_conflicts_with_experiments_meta;validated_lab_date_envelope_required_after_both_twin_internal_serials_conflicted,4.4786331631968315,4.837096908984564,4.486807432135481,4.849515569217602,92.5892792198992,92.52073466091298,92.55496300184703,4.482720297666156,4.843306239101083,cLH,TP_z06_03,INT027,1,extracted-stage1,6,z
TP_z06_01.zip,460b47927c9e2b90cf490368c012a3a267b2d0bd8451758a27f9180b81748d73,315603,TP_z06_01/TP_z06_01_25_AT_T23.csv,TP_z06_01/TP_z06_01_25_AT_T23_meta.txt,1,0.18732799890923707,0.2595001963394349,53.224,,318891,TP_z06_01/TP_z06_01_01_ET_T23.csv,TP_z06_01/TP_z06_01_01_ET_T23_meta.txt,47632540,INT,archive-serial-plus-complement-of-exactly-mapped-twin-stage,archive_internal_serial_conflicts_with_experiments_meta,4.499047006833205,4.87248354928391,4.507482882940042,4.885144080712866,92.33580701353857,92.26919019105546,92.30245538460073,4.503264944886624,4.878813814998388,cLH,TP_z06_01,INT025,1,extracted-stage1,6,z
TP_z18_02.zip,797ef139a2d2ac2af9f4b068a9224daadd70d09299b35925e06b639b35885ec0,321945,TP_z18_02/TP_z18_02_31_AT_T23.csv,TP_z18_02/TP_z18_02_31_AT_T23_meta.txt,2,0.237566866385902,0.2650669012417414,11.592,,321707,TP_z18_02/TP_z18_02_01_ET_T23.csv,TP_z18_02/TP_z18_02_01_ET_T23_meta.txt,47632543,HM,exact-archive-serial-plus-internal-serial,,4.040949415410025,4.873786865758103,4.050560789028014,4.8867228060243,82.9119025249264,82.88910482163068,82.90048856598713,4.04575510221902,4.880254835891202,cLH,TP_z18_02,HM038,1,extracted-stage1,18,z
TP_z18_01.zip,47186dbca6dad0aa91c61e1f8bf98d109f08059bf9c976556b3bd8125d81464d,310545,TP_z18_01/TP_z18_01_31_AT_T23.csv,TP_z18_01/TP_z18_01_31_AT_T23_meta.txt,1,0.25636349049549784,0.29968600540168294,48.595,,317226,TP_z18_01/TP_z18_01_01_ET_T23.csv,TP_z18_01/TP_z18_01_01_ET_T23_meta.txt,47632549,HM,exact-archive-serial-plus-internal-serial,,4.007686954830159,4.850022537816304,4.017974387606568,4.86457918874381,82.63233672795667,82.59654600553718,82.61441455180035,4.012830671218364,4.857300863280058,cLH,TP_z18_01,HM037,1,extracted-stage1,18,z
TP_z02_01.zip,a60c349050e17e653be7855d47d86f7c639cfbf221016fbc4d1bb5efd5ae8cdb,623266,TP_z02_01/TP_z02_01_33_AT_T23.csv,TP_z02_01/TP_z02_01_33_AT_T23_meta.txt,1,0.06494683326571003,0.009690363110699561,55.71,,618529,TP_z02_01/TP_z02_01_01_ET_T23.csv,TP_z02_01/TP_z02_01_01_ET_T23_meta.txt,47632552,SIE,exact-archive-serial-plus-internal-serial,,4.530918442923965,4.851339528686501,4.527976710158571,4.850869439047135,93.3952038634309,93.34361122380588,93.3694087934969,4.529447576541267,4.851104483866818,cLH,TP_z02_01,S022,1,extracted-stage1,2,z
TP_z18_03.zip,a4f615a6da114a0728956237f52115f603aa4d97a104470851784fc0d13521c9,322103,TP_z18_03/TP_z18_03_31_AT_T23.csv,TP_z18_03/TP_z18_03_31_AT_T23_meta.txt,3,0.27061891794063425,0.27221358743973406,16.982,,322052,TP_z18_03/TP_z18_03_01_ET_T23.csv,TP_z18_03/TP_z18_03_01_ET_T23_meta.txt,47632558,HM,exact-archive-serial-plus-internal-serial,,4.079171460141646,4.876205981878148,4.0902254268706,4.889497768136474,83.65461744851247,83.65328344202315,83.65394953743109,4.084698443506124,4.8828518750073115,cLH,TP_z18_03,HM039,1,extracted-stage1,18,z
TP_k01_04.zip,5605f1452700e298242aa7570230597f2f8513e3a6229ca5025aa9bf543651da,318857,TP_k01_04/TP_k01_04_02_AT_T23.csv,TP_k01_04/TP_k01_04_02_AT_T23_meta.txt,4,0.3998504634870576,0.2750398217246529,25.175,,319689,TP_k01_04/TP_k01_04_01_ET_T23.csv,TP_k01_04/TP_k01_04_01_ET_T23_meta.txt,47639005,SIE,exact-archive-serial-plus-internal-serial,,4.814793605575007,4.836566985947611,4.834084146782057,4.849887789921105,99.54981745449064,99.67414414882151,99.61206628863569,4.824438876178531,4.843227387934358,FF,TP_k01_04,S010,1,extracted-stage1,1,k
TP_k03_02.zip,9c14bf6caa9e891800d14a585bb1b44e8887e2e0668674662f24c4b4a1728a41,317587,TP_k03_02/TP_k03_02_09_AT_T23.csv,TP_k03_02/TP_k03_02_09_AT_T23_meta.txt,2,0.8210575426841172,0.8362018927286171,14.293,,319024,TP_k03_02/TP_k03_02_01_ET_T23.csv,TP_k03_02/TP_k03_02_01_ET_T23_meta.txt,47639008,SIE,exact-archive-serial-plus-internal-serial,,4.7112419590438375,4.840719701330473,4.75008342188283,4.881367841352798,97.32523776885803,97.31049935721327,97.31783775231636,4.730662690463333,4.8610437713416355,FF,TP_k03_02,S008,1,extracted-stage1,3,k
TP_k03_06.zip,dcadd79b5d9c036a0b66e7cd2a96dfe82fbaff314d7f3ff65d31755f269708ac,319790,TP_k03_06/TP_k03_06_02_AT_T23.csv,TP_k03_06/TP_k03_06_02_AT_T23_meta.txt,6,0.3110162577802998,0.3237617505015157,29.08,,318766,TP_k03_06/TP_k03_06_01_ET_T23.csv,TP_k03_06/TP_k03_06_01_ET_T23_meta.txt,47639011,SIE,exact-archive-serial-plus-internal-serial,testpoint_metadata_conflict,4.711248323303292,4.802860917128696,4.7259238932373755,4.818435956718553,98.0925411873019,98.08003957482958,98.08628026220588,4.718586108270333,4.810648436923625,FF,TP_k03_06,S018,1,extracted-stage1,3,k
TP_z10_03.zip,9debc2710f71225153a9ae60b4498371efb0934174f0b4faf6d6edbb99c99a00,315966,TP_z10_03/TP_z10_03_25_AT_T23.csv,TP_z10_03/TP_z10_03_25_AT_T23_meta.txt,3,0.1929503837605737,0.2693919526979333,33.68,,318935,TP_z10_03/TP_z10_03_01_ET_T23.csv,TP_z10_03/TP_z10_03_01_ET_T23_meta.txt,47639020,INT,archive-serial-plus-complement-of-exactly-mapped-twin-stage,archive_internal_serial_conflicts_with_experiments_meta,4.555380032107078,4.861642455269013,4.56417814335549,4.87475699356786,93.70043301250979,93.62883420399885,93.66458538789723,4.559779087731284,4.868199724418437,cLH,TP_z10_03,INT039,1,extracted-stage1,10,z
TP_z05_02.zip,b5702466c028cf997956721b1487d3977bd81a059a3d74d01155d686b6070a98,317839,TP_z05_02/TP_z05_02_25_AT_T23.csv,TP_z05_02/TP_z05_02_25_AT_T23_meta.txt,2,0.23118799318839686,0.3643983371471428,32.455,,319020,TP_z05_02/TP_z05_02_01_ET_T23.csv,TP_z05_02/TP_z05_02_01_ET_T23_meta.txt,47639023,INT,archive-serial-plus-complement-of-exactly-mapped-twin-stage,archive_internal_serial_conflicts_with_experiments_meta,4.731185209309557,4.864855817011111,4.742135799674039,4.882615628942585,97.25232128701239,97.12285709250128,97.18747124841383,4.736660504491798,4.873735722976848,cLH,TP_z05_02,INT023,1,extracted-stage1,5,z
TP_z23_02.zip,543ac10569463e2402a07e3116082ac949a6f2080b64fb10690532fa666f6281,322664,TP_z23_02/TP_z23_02_31_AT_T23.csv,TP_z23_02/TP_z23_02_31_AT_T23_meta.txt,2,0.21975410511350174,0.2631389247506792,28.735,,321637,TP_z23_02/TP_z23_02_01_ET_T23.csv,TP_z23_02/TP_z23_02_01_ET_T23_meta.txt,47639026,HM,exact-archive-serial-plus-internal-serial,,4.275083772215794,4.865071105853819,4.284488778245698,4.877889867225539,87.8729966982778,87.83488137018234,87.85391396016395,4.279786275230746,4.87148048653968,cLH,TP_z23_02,HM053,1,extracted-stage1,23,z
TP_z16_03.zip,7adf5ae10660be59f143d33c244f0012baacfafd4aec7043124899a9778f1533,325718,TP_z16_03/TP_z16_03_31_AT_T23.csv,TP_z16_03/TP_z16_03_31_AT_T23_meta.txt,3,0.27044151961926577,0.28188554637514857,17.943,,321655,TP_z16_03/TP_z16_03_01_ET_T23.csv,TP_z16_03/TP_z16_03_01_ET_T23_meta.txt,47639029,HM,exact-archive-serial-plus-internal-serial,,4.318125346852245,4.825728285614376,4.329819163126554,4.839350515707724,89.48131952900644,89.47107982925979,89.47619246307474,4.3239722549894,4.83253940066105,cLH,TP_z16_03,HM033,1,extracted-stage1,16,z
TP_z24_02.zip,c299763f87295ea3501ca68b97f5ed920ab854cf5e279401caa940f384c66474,325195,TP_z24_02/TP_z24_02_31_AT_T23.csv,TP_z24_02/TP_z24_02_31_AT_T23_meta.txt,2,0.29434358095766516,0.26753649069900465,17.689,,321370,TP_z24_02/TP_z24_02_01_ET_T23.csv,TP_z24_02/TP_z24_02_01_ET_T23_meta.txt,47639032,HM,exact-archive-serial-plus-internal-serial,,4.317488489535457,4.800101121021394,4.330215470288438,4.812960344668417,89.94578198837519,89.9698971150938,89.95785568092543,4.3238519799119475,4.806530732844905,cLH,TP_z24_02,HM056,1,extracted-stage1,24,z
