source_row_id,material_key,UTS_MPa,YS_MPa,dataset_label,log_ys,log_uts,uts_ys_ratio
1376,Co:0.2941176471|Cr:0.05882352941|Fe:0.2941176471|Ni:0.2941176471|Si:0.05882352941,920.0,320.0,borg,2.505149978319906,2.963787827345555,2.875
1382,Co:0.2380952381|Cr:0.2380952381|Fe:0.2380952381|Mo:0.04761904762|Ni:0.2380952381,780.0,400.0,borg,2.6020599913279625,2.8920946026904804,1.95
14,Co:0.3333333333|Mn:0.3333333333|Ni:0.3333333333,653.0,231.0,borg,2.3636119798921444,2.814913181275074,2.826839826839827
1422,Al:0.07512116317|Cr:0.06017770598|Fe:0.4038772213|Mn:0.3477382876|Ni:0.113085622,535.0,159.0,borg,2.2013971243204513,2.7283537820212285,3.3647798742138364
1423,Al:0.07512116317|Cr:0.06017770598|Fe:0.4038772213|Mn:0.3477382876|Ni:0.113085622,584.0,409.0,borg,2.611723308007342,2.7664128471123997,1.4278728606356967
1424,Al:0.07512116317|Cr:0.06017770598|Fe:0.4038772213|Mn:0.3477382876|Ni:0.113085622,1174.0,355.0,borg,2.550228353055094,3.0696680969115957,3.307042253521127
1425,Al:0.07512116317|Cr:0.06017770598|Fe:0.4038772213|Mn:0.3477382876|Ni:0.113085622,978.0,954.0,borg,2.979548374704095,2.9903388547876015,1.0251572327044025
144,Co:0.1739130435|Cr:0.1739130435|Fe:0.1739130435|Mn:0.1739130435|Ni:0.1739130435|V:0.1304347826,1325.0,740.0,borg,2.8692317197309762,3.1222158782728267,1.7905405405405406
1445,Hf:0.2|Nb:0.2|Ta:0.2|Ti:0.2|Zr:0.2,1212.0,1155.0,borg,3.062581984228163,3.0835026198302673,1.0493506493506493
1446,Nb:0.25|Ta:0.25|Ti:0.25|Zr:0.25,1205.0,1144.0,borg,3.058426024457005,3.080987046910887,1.0533216783216783
1447,Nb:0.3333333333|Ta:0.3333333333|Ti:0.3333333333,683.0,620.0,borg,2.792391689498254,2.8344207036815328,1.1016129032258064
1449,Nb:0.3333333333|Ti:0.3333333333|Zr:0.3333333333,991.0,956.0,borg,2.9804578922761,2.9960736544852753,1.036610878661088
1450,Nb:0.3749531309|Ta:0.2500937383|Ti:0.2500937383|Zr:0.1248593926,852.0,822.0,borg,2.9148718175400505,2.9304395947667,1.0364963503649636
146,Co:0.1666666667|Cr:0.1666666667|Fe:0.1666666667|Mn:0.1666666667|Ni:0.1666666667|V:0.1666666667,1845.0,1660.0,borg,3.220108088040055,3.265996370495079,1.1114457831325302
15,Fe:0.3333333333|Mn:0.3333333333|Ni:0.3333333333,602.0,221.0,borg,2.3443922736851106,2.7795964912578244,2.723981900452489
150,Al:0.25|Cr:0.25|Fe:0.25|Ni:0.25,2927.0,1406.0,borg,3.147985320683805,3.466422722433792,2.081792318634424
1517,Al:0.2222222222|Cr:0.2222222222|Fe:0.2222222222|Mo:0.1111111111|Ni:0.2222222222,4023.6,1914.1,borg,3.2819646232598996,3.604614799476445,2.1020845305887885
1518,Al:0.2105263158|Cr:0.2105263158|Fe:0.2105263158|Mo:0.1052631579|Ni:0.2105263158|Ti:0.05263157895,3641.5,2161.7,borg,3.3347954225567737,3.5612803142902894,1.6845538233797475
1519,Al:0.2040816327|Cr:0.2040816327|Fe:0.2040816327|Mo:0.1020408163|Ni:0.2040816327|Ti:0.08163265306,3673.4,2185.1,borg,3.3394713170292833,3.5650682216571017,1.6811129925403874
152,Al:0.2380952381|Cr:0.2380952381|Fe:0.2380952381|Mo:0.04761904762|Ni:0.2380952381,3222.0,1487.0,borg,3.172310968521954,3.5081255360831993,2.1667787491593815
1520,Al:0.2|Cr:0.2|Fe:0.2|Mo:0.1|Ni:0.2|Ti:0.1,3166.2,2228.7,borg,3.348051613068358,3.500538344560767,1.4206488087225737
1521,Al:0.1960784314|Cr:0.1960784314|Fe:0.1960784314|Mo:0.09803921569|Ni:0.1960784314|Ti:0.1176470588,1314.5,1314.5,borg,3.1187605904423816,3.1187605904423816,1.0
1522,Al:0.1904761905|Cr:0.1904761905|Fe:0.1904761905|Mo:0.09523809524|Ni:0.1904761905|Ti:0.1428571429,618.8,618.8,borg,2.79155030502733,2.79155030502733,1.0
153,Al:0.2222222222|Cr:0.2222222222|Fe:0.2222222222|Mo:0.1111111111|Ni:0.2222222222,2644.0,1749.0,borg,3.2427898094786767,3.4222614508136027,1.5117209834190966
154,Al:0.2083333333|Cr:0.2083333333|Fe:0.2083333333|Mo:0.1666666667|Ni:0.2083333333,1513.0,1513.0,borg,3.179838928023187,3.179838928023187,1.0
16,Co:0.2437241043|Cr:0.2437241043|Fe:0.2437241043|Nb:0.02510358274|Ni:0.2437241043,622.0,318.0,borg,2.5024271199844326,2.7937903846908188,1.9559748427672956
169,Co:0.1666666667|Cr:0.1666666667|Cu:0.1666666667|Fe:0.1666666667|Ni:0.1666666667|Ti:0.1666666667,1272.0,1272.0,borg,3.104487111312395,3.104487111312395,1.0
17,Co:0.2406738869|Cr:0.2406738869|Fe:0.2406738869|Nb:0.03730445247|Ni:0.2406738869,744.0,322.0,borg,2.507855871695831,2.8715729355458786,2.31055900621118
170,Co:0.1818181818|Cr:0.1818181818|Cu:0.1818181818|Fe:0.1818181818|Ni:0.1818181818|Ti:0.09090909091,1650.0,700.0,borg,2.845098040014257,3.2174839442139063,2.357142857142857
