target,entity_index,material_key,group,entity_distance,scope,group_distance,group_n
solubility,3288,CCCCCCCCCOS(=O)(=O)[O-].[Na+],acyclic:CCCCCCCCCOS(=O)(=O)[O-].[Na+],0.0,q1,0.0,1
solubility,3297,CCCCCCCCN(C)C.[B+3].[Cl-].[Cl-].[Cl-],acyclic:CCCCCCCCN(C)C.[B+3].[Cl-].[Cl-].[Cl-],0.11764705882352944,q1,0.11764705882352944,1
solubility,3340,CCCCCCCC[Si](OC)(OC)OC,acyclic:CCCCCCCC[Si](OC)(OC)OC,0.0,q1,0.0,1
solubility,3363,CCCCCCC[CH2][Sn]([CH2]CCCCCCC)([CH2]CCCCCCC)[CH2]CCCCCCC,acyclic:CCCCCCC[CH2][Sn]([CH2]CCCCCCC)([CH2]CCCCCCC)[CH2]CCCCCCC,0.2666666666666667,q1,0.2666666666666667,1
solubility,3366,CCCCCCC[CH2][Sn]1([CH2]CCCCCCC)[O]C(=O)C[S]1,O=C1C[S][Sn][O]1,0.6585365853658536,q4,0.6585365853658536,1
solubility,3370,CCCCCCCl,acyclic:CCCCCCCl,0.0,q1,0.0,1
solubility,3379,CCCCCCOC,acyclic:CCCCCCOC,0.25,q1,0.25,1
solubility,3384,CCCCCCOC(=O)CCCCCCCCC(=O)OCCCCCC,acyclic:CCCCCCOC(=O)CCCCCCCCC(=O)OCCCCCC,0.0,q1,0.0,1
solubility,3397,CCCCCCOC(=O)n1cnc2c1c(=O)n(C)c(=O)n2C,O=c1[nH]c(=O)c2[nH]cnc2[nH]1,0.5636363636363637,q4,0.5675675675675675,39
solubility,3405,CCCCCCO[N+](=O)[O-],acyclic:CCCCCCO[N+](=O)[O-],0.04761904761904767,q1,0.04761904761904767,1
solubility,3417,CCCCCN(CCCCC)CCCCC,acyclic:CCCCCN(CCCCC)CCCCC,0.0714285714285714,q1,0.0714285714285714,1
solubility,3423,CCCCCOC(=O)C(C)O,acyclic:CCCCCOC(=O)C(C)O,0.04347826086956519,q1,0.04347826086956519,1
solubility,3430,CCCCCOC(=O)CCCNC(=O)NC1CCCCC1,C1CCCCC1,0.43137254901960786,q4,0.6046511627906976,117
solubility,3441,CCCCCOC(N)=O,acyclic:CCCCCOC(N)=O,0.050000000000000044,q1,0.050000000000000044,1
solubility,3447,CCCCC[C@H](CCC)CCCO,acyclic:CCCCC[C@H](CCC)CCCO,0.30434782608695654,q2,0.30434782608695654,1
solubility,3456,CCCCN,acyclic:CCCCN,0.23076923076923073,q1,0.23076923076923073,1
solubility,3464,CCCCN(CC)c1nc(N)nc(N=[N+]=[N-])n1,c1ncncn1,0.7142857142857143,q4,0.6341463414634146,45
solubility,3472,CCCCN(CCCC)c1ccc2c(c1)Oc1cc(C)c(Nc3ccccc3)cc1C21OC(=O)c2ccccc21,O=C1OC2(c3ccccc3Oc3ccc(Nc4ccccc4)cc32)c2ccccc21,0.5806451612903225,q4,0.5806451612903225,1
solubility,3489,CCCCNC1(P(=O)(OCCCC)OCCCC)CCCCC1,C1CCCCC1,0.5714285714285714,q4,0.6046511627906976,117
solubility,3490,CCCCNC1CC(C)(C)NC(C)(C)C1,C1CCNCC1,0.2222222222222222,q4,0.58125,20
solubility,3493,CCCCNCCO,acyclic:CCCCNCCO,0.2941176470588235,q1,0.2941176470588235,1
solubility,3495,CCCCNCc1ccc(S(=O)(=O)c2csc(S(N)(=O)=O)c2)cc1,O=S(=O)(c1ccccc1)c1ccsc1,0.34615384615384615,q2,0.4272510435301133,8
solubility,3498,CCCCNc1cc(C(=O)O)cc(S(N)(=O)=O)c1Oc1ccccc1,c1ccc(Oc2ccccc2)cc1,0.6296296296296297,q3,0.5172413793103448,139
solubility,3508,CCCCOC(=O)C(C)OC(=O)C(C)O,acyclic:CCCCOC(=O)C(C)OC(=O)C(C)O,0.13793103448275867,q1,0.13793103448275867,1
solubility,3510,CCCCOC(=O)C(C)Oc1ccc(Oc2ccc(C#N)cc2F)cc1,c1ccc(Oc2ccccc2)cc1,0.5238095238095238,q3,0.5172413793103448,139
