repetition,comparator,relative_log_rmse_gain,spearman_gain,raw_r2_gain
35,without_LiPF6,0.17009395718614284,0.049525001509992395,0.27188835332181804
35,LiPF6_only,0.2895356432740761,0.044723767084340116,-0.0626258795768545
35,LiBOB_wrong_salt_control,0.29009670317274905,0.10848687299125925,0.358965294364081
35,LiBF4_fluorinated_control,0.3841188397066436,0.12625987391024884,0.6251382755695629
36,state_only,0.2631134978974815,0.11764089014289092,0.16745445839587847
36,chemistry_permuted,0.2466580287158464,0.09354911208133199,0.1151994300848187
36,without_LiPF6,0.1510503575099592,0.02909040705620869,0.25409974812896763
36,LiPF6_only,0.2568144980600995,0.03407842493932656,-0.01836973923845986
36,LiBOB_wrong_salt_control,0.34346849627203657,0.12128007123983287,0.4804933124887243
36,LiBF4_fluorinated_control,0.3747309932803423,0.1054304702442288,0.6905582832108126
37,state_only,0.2477585881900809,0.15306966623762308,0.2240528306336208
37,chemistry_permuted,0.2364719801095405,0.13049575056840512,0.16598067543605743
37,without_LiPF6,0.1609726159000926,0.0422859484905469,0.29960186104693365
37,LiPF6_only,0.2735384972366486,0.04435592570934499,-0.0329949228658748
37,LiBOB_wrong_salt_control,0.27605152108579745,0.11360977405921813,0.38606698839071585
37,LiBF4_fluorinated_control,0.3725293287818974,0.12118405070300364,0.702983156290724
38,state_only,0.2693591377061233,0.14504731885879896,0.17917832228948638
38,chemistry_permuted,0.25248514920765475,0.11522900350310128,0.12334060030387661
38,without_LiPF6,0.1837423238256951,0.05130714029558825,0.28276493894558663
38,LiPF6_only,0.2636501834656828,0.04549911481850544,-0.042883500338374514
38,LiBOB_wrong_salt_control,0.28762139199296033,0.09065023077590884,0.29618597849374917
38,LiBF4_fluorinated_control,0.38696701226274943,0.12287665425168237,0.7198914303057244
39,state_only,0.24563861175700985,0.1516030417303319,0.23542347127921037
39,chemistry_permuted,0.22187279527476034,0.11199717625074779,0.1515300934533681
39,without_LiPF6,0.1636231333893896,0.05236402116027339,0.2507434463581568
39,LiPF6_only,0.2141911788433667,0.0337434885074821,-0.022692607759178918
39,LiBOB_wrong_salt_control,0.3095622326699399,0.11584292523473538,0.5185461572727
39,LiBF4_fluorinated_control,0.33049425265732835,0.10614774849416542,0.6744071325477052
40,state_only,0.2397042683201165,0.14805753667406318,0.21831432774709236
40,chemistry_permuted,0.21591662200621142,0.11670909346605773,0.1561539616267511
40,without_LiPF6,0.14312837129808342,0.04506728907138491,0.2645909133124257
