budget,repeat,method,scope,evaluation_rows,rmse,mae,r2,spearman,selected_alpha,selected_correction_weight,mean_absolute_correction,active_training_rows,inner_hurdle_fallback_folds,training_scaffolds,insufficient_scaffold_abstention,target_only_rmse,relative_rmse_gain
60,264,scalar_optical_residual,dynamic_hard_ood_40pct,158,0.7012203880508157,0.28061623212583825,-0.005796370823941022,0.14820753909828108,0.1,0.0,0.0,20,1,3,False,0.7012203880508157,0.0
60,264,shuffled_source_pretrained_residual,dynamic_hard_ood_40pct,158,0.6974262853057314,0.2834138210854487,0.005058336022301657,0.17769383502756358,100.0,0.1,0.014504417003787545,20,1,3,False,0.7012203880508157,0.0054107136782356995
60,264,state_aligned_pretrained_residual,dynamic_hard_ood_40pct,158,0.7012203880508157,0.28061623212583825,-0.005796370823941022,0.14820753909828108,0.1,0.0,0.0,20,1,3,False,0.7012203880508157,0.0
60,264,state_blind_pretrained_residual,dynamic_hard_ood_40pct,158,0.7012203880508157,0.28061623212583825,-0.005796370823941022,0.14820753909828108,0.1,0.0,0.0,20,1,3,False,0.7012203880508157,0.0
60,264,target_only_direct_regression,dynamic_hard_ood_40pct,158,0.7303300251494151,0.27297531343643383,-0.09103656544479444,0.04820139776726205,,,,20,1,3,False,0.7012203880508157,-0.04151282192395407
60,264,scalar_optical_residual,full_scaffold_separated_evaluation,394,0.6350303484014357,0.3057566716012177,0.05206001174769548,0.4015522465267101,0.1,0.0,0.0,20,1,3,False,0.6350303484014357,0.0
60,264,shuffled_source_pretrained_residual,full_scaffold_separated_evaluation,394,0.6286827730525754,0.3057277035367562,0.07091595411070017,0.4234990803044816,100.0,0.1,0.014504417003787545,20,1,3,False,0.6350303484014357,0.009995703929487936
60,264,state_aligned_pretrained_residual,full_scaffold_separated_evaluation,394,0.6350303484014357,0.3057566716012177,0.05206001174769548,0.4015522465267101,0.1,0.0,0.0,20,1,3,False,0.6350303484014357,0.0
60,264,state_blind_pretrained_residual,full_scaffold_separated_evaluation,394,0.6350303484014357,0.3057566716012177,0.05206001174769548,0.4015522465267101,0.1,0.0,0.0,20,1,3,False,0.6350303484014357,0.0
60,264,target_only_direct_regression,full_scaffold_separated_evaluation,394,0.6648775459444828,0.3032264654627583,-0.039142757111253035,0.33543588027430377,,,,20,1,3,False,0.6350303484014357,-0.047001214380039576
60,265,scalar_optical_residual,dynamic_hard_ood_40pct,194,0.629058904129507,0.29215137532844304,-0.06764799459949611,0.16217620701001473,0.1,0.0,0.0,19,0,27,False,0.629058904129507,0.0
60,265,shuffled_source_pretrained_residual,dynamic_hard_ood_40pct,194,0.6262021247581225,0.29272501669221923,-0.05797287800035478,0.2679729381910769,0.1,0.1,0.03254368167859875,19,0,27,False,0.629058904129507,0.004541354319334732
60,265,state_aligned_pretrained_residual,dynamic_hard_ood_40pct,194,0.6131549605351722,0.30629196285389,-0.014345607425395812,0.23659028344367355,0.1,0.25,0.08647315725524553,19,0,27,False,0.629058904129507,0.025282121419682946
60,265,state_blind_pretrained_residual,dynamic_hard_ood_40pct,194,0.6280817792225578,0.31145783721138,-0.06433378916309951,0.2789100604676798,10.0,0.5,0.12109042938530178,19,0,27,False,0.629058904129507,0.0015533122582556576
60,265,target_only_direct_regression,dynamic_hard_ood_40pct,194,0.644812102867882,0.28885376905787574,-0.12179066422943818,0.16217388352370118,,,,19,0,27,False,0.629058904129507,-0.025042485902292893
60,265,scalar_optical_residual,full_scaffold_separated_evaluation,485,0.6064450589037801,0.3159859646871662,0.038709263320745646,0.36427372845277056,0.1,0.0,0.0,19,0,27,False,0.6064450589037801,0.0
60,265,shuffled_source_pretrained_residual,full_scaffold_separated_evaluation,485,0.6030849917998796,0.31739824051386345,0.049332000757038696,0.40875053887672,0.1,0.1,0.03254368167859875,19,0,27,False,0.6064450589037801,0.0055405960598874
60,265,state_aligned_pretrained_residual,full_scaffold_separated_evaluation,485,0.6065428080313798,0.3402705471019949,0.03839934933152056,0.3838166359047219,0.1,0.25,0.08647315725524553,19,0,27,False,0.6064450589037801,-0.0001611838140398692
60,265,state_blind_pretrained_residual,full_scaffold_separated_evaluation,485,0.6103668087463886,0.35301479020287374,0.026236141670661017,0.42844964426722815,10.0,0.5,0.12109042938530178,19,0,27,False,0.6064450589037801,-0.006466785053369107
60,265,target_only_direct_regression,full_scaffold_separated_evaluation,485,0.6103825651648774,0.30434343158037336,0.026185866234058386,0.37782862218357055,,,,19,0,27,False,0.6064450589037801,-0.006492766662514896
60,266,scalar_optical_residual,dynamic_hard_ood_40pct,205,0.6621364605575242,0.2831155542561099,-0.03981117580557658,0.24697133311404176,0.1,0.0,0.0,24,0,38,False,0.6621364605575242,0.0
60,266,shuffled_source_pretrained_residual,dynamic_hard_ood_40pct,205,0.6621364605575242,0.2831155542561099,-0.03981117580557658,0.24697133311404176,0.1,0.0,0.0,24,0,38,False,0.6621364605575242,0.0
60,266,state_aligned_pretrained_residual,dynamic_hard_ood_40pct,205,0.7259925858300597,0.3451048382529875,-0.25003981504651485,0.05934054687331283,10.0,0.5,0.11328521116471806,24,0,38,False,0.6621364605575242,-0.09643952429196863
60,266,state_blind_pretrained_residual,dynamic_hard_ood_40pct,205,0.705795146392017,0.34123833803327447,-0.18145398065105223,0.07503698324594196,1.0,0.5,0.13785164239127792,24,0,38,False,0.6621364605575242,-0.06593608483322588
60,266,target_only_direct_regression,dynamic_hard_ood_40pct,205,0.6681121615769356,0.2795565651878758,-0.05866420556710894,0.2516464802112118,,,,24,0,38,False,0.6621364605575242,-0.009024878367791263
60,266,scalar_optical_residual,full_scaffold_separated_evaluation,512,0.6215156656344922,0.30310465851594115,0.018448508619403392,0.40225128599952276,0.1,0.0,0.0,24,0,38,False,0.6215156656344922,0.0
60,266,shuffled_source_pretrained_residual,full_scaffold_separated_evaluation,512,0.6215156656344922,0.30310465851594115,0.018448508619403392,0.40225128599952276,0.1,0.0,0.0,24,0,38,False,0.6215156656344922,0.0
60,266,state_aligned_pretrained_residual,full_scaffold_separated_evaluation,512,0.6520418929036705,0.35102052659006006,-0.08033868288941837,0.29549235223228487,10.0,0.5,0.11328521116471806,24,0,38,False,0.6215156656344922,-0.049115780916020396
60,266,state_blind_pretrained_residual,full_scaffold_separated_evaluation,512,0.6562048148736273,0.36746677661377364,-0.09417743241256371,0.28513043641241737,1.0,0.5,0.13785164239127792,24,0,38,False,0.6215156656344922,-0.05581379707255102
60,266,target_only_direct_regression,full_scaffold_separated_evaluation,512,0.6290995648724855,0.29971500473031376,-0.005651943802531312,0.39656767212002164,,,,24,0,38,False,0.6215156656344922,-0.01220226561827859
60,267,scalar_optical_residual,dynamic_hard_ood_40pct,203,0.565554087290584,0.22884002780882076,0.06396289799254629,0.3009369801513418,0.1,0.1,0.00894764694130352,22,0,30,False,0.5660824893053626,0.0009334364244812828
60,267,shuffled_source_pretrained_residual,dynamic_hard_ood_40pct,203,0.5660824893053626,0.22685112659357934,0.06221298597511615,0.3082804807780072,0.1,0.0,0.0,22,0,30,False,0.5660824893053626,0.0
60,267,state_aligned_pretrained_residual,dynamic_hard_ood_40pct,203,0.5713208384979557,0.2300257329538777,0.044776710869856795,0.24164231198121217,1000.0,0.75,0.036887274955767456,22,0,30,False,0.5660824893053626,-0.00925368526947545
60,267,state_blind_pretrained_residual,dynamic_hard_ood_40pct,203,0.5660558275982635,0.22576489792392404,0.06230132085336504,0.3184940653599002,1000.0,0.1,0.0043848594417314765,22,0,30,False,0.5660824893053626,4.70986253821636e-05
60,267,target_only_direct_regression,dynamic_hard_ood_40pct,203,0.5913929935095014,0.2533006446679519,-0.023521859609882068,0.1957195401437735,,,,22,0,30,False,0.5660824893053626,-0.044711688989350525
60,267,scalar_optical_residual,full_scaffold_separated_evaluation,507,0.588684189938259,0.31067852256505385,0.0964163496721856,0.4177587997235803,0.1,0.1,0.00894764694130352,22,0,30,False,0.5891187250123695,0.0007376018715096612
60,267,shuffled_source_pretrained_residual,full_scaffold_separated_evaluation,507,0.5891187250123695,0.3086197792076098,0.09508190343559941,0.4227316003000383,0.1,0.0,0.0,22,0,30,False,0.5891187250123695,0.0
60,267,state_aligned_pretrained_residual,full_scaffold_separated_evaluation,507,0.5991385233141449,0.3164839570393114,0.06403823252168961,0.38313879654103083,1000.0,0.75,0.036887274955767456,22,0,30,False,0.5891187250123695,-0.01700811377463001
60,267,state_blind_pretrained_residual,full_scaffold_separated_evaluation,507,0.5894829057495625,0.30840779733823226,0.09396275516518793,0.4330947261348451,1000.0,0.1,0.0043848594417314765,22,0,30,False,0.5891187250123695,-0.000618178852124203
60,267,target_only_direct_regression,full_scaffold_separated_evaluation,507,0.6004324984212214,0.321259880514137,0.0599910246878439,0.336031957951753,,,,22,0,30,False,0.5891187250123695,-0.019204572743150062
60,268,scalar_optical_residual,dynamic_hard_ood_40pct,203,0.6509117759003743,0.2956262769200828,-0.005929032702228776,0.3425663927537503,10.0,1.0,0.04360321956326666,19,0,35,False,0.6628676786680552,0.018036635594761062
60,268,shuffled_source_pretrained_residual,dynamic_hard_ood_40pct,203,0.6665220048493602,0.31462734810671,-0.05475615772003528,0.22120673204570585,0.1,0.1,0.04350052727968259,19,0,35,False,0.6628676786680552,-0.005512904458772068
60,268,state_aligned_pretrained_residual,dynamic_hard_ood_40pct,203,0.6733747709653406,0.31908717435053996,-0.07655635065946154,0.2170682089332132,0.1,0.1,0.041932326202891196,19,0,35,False,0.6628676786680552,-0.015850964883969035
60,268,state_blind_pretrained_residual,dynamic_hard_ood_40pct,203,0.6635444644707491,0.29506288050796237,-0.04535342501649131,0.2516447771427976,1000.0,1.0,0.03321205605760524,19,0,35,False,0.6628676786680552,-0.0010209968361315125
60,268,target_only_direct_regression,dynamic_hard_ood_40pct,203,0.6727439555523549,0.2712559239667147,-0.07454026608097442,0.21387806777367124,,,,19,0,35,False,0.6628676786680552,-0.014899318826563963
60,268,scalar_optical_residual,full_scaffold_separated_evaluation,507,0.6204633074715729,0.32444759531447026,0.0489601605978226,0.4256149840884868,10.0,1.0,0.04360321956326666,19,0,35,False,0.6179945908215242,-0.003994722100669041
60,268,shuffled_source_pretrained_residual,full_scaffold_separated_evaluation,507,0.6260776383176881,0.33743424949093226,0.03167111367447806,0.35428955984051985,0.1,0.1,0.04350052727968259,19,0,35,False,0.6179945908215242,-0.013079479361492216
60,268,state_aligned_pretrained_residual,full_scaffold_separated_evaluation,507,0.6341723603885919,0.3394975410557658,0.006469685647273682,0.3734859725383576,0.1,0.1,0.041932326202891196,19,0,35,False,0.6179945908215242,-0.026177849785969806
60,268,state_blind_pretrained_residual,full_scaffold_separated_evaluation,507,0.6173294400388294,0.3222826434772182,0.05854301871008727,0.40405650775186386,1000.0,1.0,0.03321205605760524,19,0,35,False,0.6179945908215242,0.0010763051854719154
60,268,target_only_direct_regression,full_scaffold_separated_evaluation,507,0.6307663017045746,0.3054835781571082,0.017113274644683818,0.37516503953132396,,,,19,0,35,False,0.6179945908215242,-0.020666379726839473
60,269,scalar_optical_residual,dynamic_hard_ood_40pct,205,0.7363427110880132,0.32711931969264874,-0.03928884568768609,0.22274773121731573,0.1,0.25,0.027445885071329473,29,0,22,False,0.7409514224006732,0.006219991180701004
60,269,shuffled_source_pretrained_residual,dynamic_hard_ood_40pct,205,0.7409514224006732,0.323017018260379,-0.05233921373983885,0.16125184083865862,0.1,0.0,0.0,29,0,22,False,0.7409514224006732,0.0
60,269,state_aligned_pretrained_residual,dynamic_hard_ood_40pct,205,0.7409514224006732,0.323017018260379,-0.05233921373983885,0.16125184083865862,0.1,0.0,0.0,29,0,22,False,0.7409514224006732,0.0
60,269,state_blind_pretrained_residual,dynamic_hard_ood_40pct,205,0.7409514224006732,0.323017018260379,-0.05233921373983885,0.16125184083865862,0.1,0.0,0.0,29,0,22,False,0.7409514224006732,0.0
60,269,target_only_direct_regression,dynamic_hard_ood_40pct,205,0.7439633523915491,0.32084017492459627,-0.0609120135679857,0.1472293686689322,,,,29,0,22,False,0.7409514224006732,-0.004064949333813592
60,269,scalar_optical_residual,full_scaffold_separated_evaluation,512,0.6068777464357191,0.292758673508124,0.06753930956971621,0.35105417900494307,0.1,0.25,0.027445885071329473,29,0,22,False,0.6116550878801029,0.0078105153362514924
60,269,shuffled_source_pretrained_residual,full_scaffold_separated_evaluation,512,0.6116550878801029,0.2884265171968904,0.05280086592118549,0.3327953673794637,0.1,0.0,0.0,29,0,22,False,0.6116550878801029,0.0
60,269,state_aligned_pretrained_residual,full_scaffold_separated_evaluation,512,0.6116550878801029,0.2884265171968904,0.05280086592118549,0.3327953673794637,0.1,0.0,0.0,29,0,22,False,0.6116550878801029,0.0
60,269,state_blind_pretrained_residual,full_scaffold_separated_evaluation,512,0.6116550878801029,0.2884265171968904,0.05280086592118549,0.3327953673794637,0.1,0.0,0.0,29,0,22,False,0.6116550878801029,0.0
60,269,target_only_direct_regression,full_scaffold_separated_evaluation,512,0.6150067403814752,0.28583679302040355,0.04239179559509365,0.29503744108746627,,,,29,0,22,False,0.6116550878801029,-0.0054796446032821244
60,270,scalar_optical_residual,dynamic_hard_ood_40pct,152,0.6531148619984198,0.45964623440994595,-0.45227077437129215,0.0929642090370049,100.0,0.1,0.016922233681963487,28,0,9,False,0.6473320256716999,-0.008933338839090218
60,270,shuffled_source_pretrained_residual,dynamic_hard_ood_40pct,152,0.6473320256716999,0.4487891779674635,-0.42666711829748927,0.06940746070280639,0.1,0.0,0.0,28,0,9,False,0.6473320256716999,0.0
60,270,state_aligned_pretrained_residual,dynamic_hard_ood_40pct,152,0.6473320256716999,0.4487891779674635,-0.42666711829748927,0.06940746070280639,0.1,0.0,0.0,28,0,9,False,0.6473320256716999,0.0
60,270,state_blind_pretrained_residual,dynamic_hard_ood_40pct,152,0.6473320256716999,0.4487891779674635,-0.42666711829748927,0.06940746070280639,0.1,0.0,0.0,28,0,9,False,0.6473320256716999,0.0
60,270,target_only_direct_regression,dynamic_hard_ood_40pct,152,0.6703969062583361,0.4508246679839598,-0.5301445775200013,0.11498085865235393,,,,28,0,9,False,0.6473320256716999,-0.035630680503877625
60,270,scalar_optical_residual,full_scaffold_separated_evaluation,378,0.6267354665376996,0.4153764680456802,-0.1582533367834813,0.19664231318189315,100.0,0.1,0.016922233681963487,28,0,9,False,0.6241668111242757,-0.0041153348233897765
60,270,shuffled_source_pretrained_residual,full_scaffold_separated_evaluation,378,0.6241668111242757,0.40939616916442195,-0.14877866341436685,0.17894283160498514,0.1,0.0,0.0,28,0,9,False,0.6241668111242757,0.0
60,270,state_aligned_pretrained_residual,full_scaffold_separated_evaluation,378,0.6241668111242757,0.40939616916442195,-0.14877866341436685,0.17894283160498514,0.1,0.0,0.0,28,0,9,False,0.6241668111242757,0.0
60,270,state_blind_pretrained_residual,full_scaffold_separated_evaluation,378,0.6241668111242757,0.40939616916442195,-0.14877866341436685,0.17894283160498514,0.1,0.0,0.0,28,0,9,False,0.6241668111242757,0.0
60,270,target_only_direct_regression,full_scaffold_separated_evaluation,378,0.6374910603770378,0.4011348102606936,-0.19834871447875702,0.23457244839215496,,,,28,0,9,False,0.6241668111242757,-0.021347256879554195
60,271,scalar_optical_residual,dynamic_hard_ood_40pct,205,0.6184571814501947,0.36151522830487254,0.08283571996024597,0.22686891720175867,1000.0,1.0,0.02007877000153139,27,0,43,False,0.61858653651122,0.0002091139289174415
60,271,shuffled_source_pretrained_residual,dynamic_hard_ood_40pct,205,0.61858653651122,0.34957769802409977,0.08245201595553953,0.21837000277096322,0.1,0.0,0.0,27,0,43,False,0.61858653651122,0.0
60,271,state_aligned_pretrained_residual,dynamic_hard_ood_40pct,205,0.7202013089199232,0.41554152931766314,-0.24375738161780847,0.1909333595646429,0.1,0.25,0.1472408927020034,27,0,43,False,0.61858653651122,-0.16426929202469007
60,271,state_blind_pretrained_residual,dynamic_hard_ood_40pct,205,0.61858653651122,0.34957769802409977,0.08245201595553953,0.21837000277096322,0.1,0.0,0.0,27,0,43,False,0.61858653651122,0.0
60,271,target_only_direct_regression,dynamic_hard_ood_40pct,205,0.6535741358361898,0.3500227842774012,-0.02427735962908706,0.26793988918004424,,,,27,0,43,False,0.61858653651122,-0.056560557431943485
60,271,scalar_optical_residual,full_scaffold_separated_evaluation,512,0.5645881284675018,0.3506498147218602,0.131406136098577,0.40620790576571075,1000.0,1.0,0.02007877000153139,27,0,43,False,0.5653962202571725,0.001429248659113974
60,271,shuffled_source_pretrained_residual,full_scaffold_separated_evaluation,512,0.5653962202571725,0.3399099534560483,0.12891792974119132,0.3949009651992393,0.1,0.0,0.0,27,0,43,False,0.5653962202571725,0.0
60,271,state_aligned_pretrained_residual,full_scaffold_separated_evaluation,512,0.624137313126168,0.3873632731719472,-0.06148428012200524,0.3696356423692159,0.1,0.25,0.1472408927020034,27,0,43,False,0.5653962202571725,-0.10389367803392273
60,271,state_blind_pretrained_residual,full_scaffold_separated_evaluation,512,0.5653962202571725,0.3399099534560483,0.12891792974119132,0.3949009651992393,0.1,0.0,0.0,27,0,43,False,0.5653962202571725,0.0
60,271,target_only_direct_regression,full_scaffold_separated_evaluation,512,0.5728767778756472,0.32800097431892256,0.10571548863155211,0.4273376311454583,,,,27,0,43,False,0.5653962202571725,-0.013230646669466769
60,272,scalar_optical_residual,dynamic_hard_ood_40pct,205,0.6154038189173767,0.30060296679778314,0.08960711001281363,0.16957803786771297,1000.0,1.0,0.03311590753338041,22,0,34,False,0.6194216343142235,0.006486398237115139
60,272,shuffled_source_pretrained_residual,dynamic_hard_ood_40pct,205,0.6194216343142235,0.28405791388749974,0.07768085654780743,0.13932572603952406,0.1,0.0,0.0,22,0,34,False,0.6194216343142235,0.0
60,272,state_aligned_pretrained_residual,dynamic_hard_ood_40pct,205,0.6194216343142235,0.28405791388749974,0.07768085654780743,0.13932572603952406,0.1,0.0,0.0,22,0,34,False,0.6194216343142235,0.0
60,272,state_blind_pretrained_residual,dynamic_hard_ood_40pct,205,0.6194216343142235,0.28405791388749974,0.07768085654780743,0.13932572603952406,0.1,0.0,0.0,22,0,34,False,0.6194216343142235,0.0
60,272,target_only_direct_regression,dynamic_hard_ood_40pct,205,0.6318968969491466,0.301828083682123,0.04015539375546584,0.07576266161140738,,,,22,0,34,False,0.6194216343142235,-0.02014017907000426
60,272,scalar_optical_residual,full_scaffold_separated_evaluation,512,0.5832742236187238,0.3219514886971639,0.11803719504927945,0.3487768079450085,1000.0,1.0,0.03311590753338041,22,0,34,False,0.5887099751698955,0.009233326732068718
60,272,shuffled_source_pretrained_residual,full_scaffold_separated_evaluation,512,0.5887099751698955,0.30473535358764614,0.10152191066931338,0.3390235095396655,0.1,0.0,0.0,22,0,34,False,0.5887099751698955,0.0
60,272,state_aligned_pretrained_residual,full_scaffold_separated_evaluation,512,0.5887099751698955,0.30473535358764614,0.10152191066931338,0.3390235095396655,0.1,0.0,0.0,22,0,34,False,0.5887099751698955,0.0
60,272,state_blind_pretrained_residual,full_scaffold_separated_evaluation,512,0.5887099751698955,0.30473535358764614,0.10152191066931338,0.3390235095396655,0.1,0.0,0.0,22,0,34,False,0.5887099751698955,0.0
60,272,target_only_direct_regression,full_scaffold_separated_evaluation,512,0.6021724821670918,0.31207640843318163,0.05995961368493019,0.2844443297333368,,,,22,0,34,False,0.5887099751698955,-0.022867808539019867
60,273,scalar_optical_residual,dynamic_hard_ood_40pct,204,0.6046777769573642,0.2864119631824174,0.06209433399151831,0.22235423672776172,0.1,0.0,0.0,26,0,31,False,0.6046777769573642,0.0
60,273,shuffled_source_pretrained_residual,dynamic_hard_ood_40pct,204,0.6046777769573642,0.2864119631824174,0.06209433399151831,0.22235423672776172,0.1,0.0,0.0,26,0,31,False,0.6046777769573642,0.0
60,273,state_aligned_pretrained_residual,dynamic_hard_ood_40pct,204,0.6046777769573642,0.2864119631824174,0.06209433399151831,0.22235423672776172,0.1,0.0,0.0,26,0,31,False,0.6046777769573642,0.0
60,273,state_blind_pretrained_residual,dynamic_hard_ood_40pct,204,0.6046777769573642,0.2864119631824174,0.06209433399151831,0.22235423672776172,0.1,0.0,0.0,26,0,31,False,0.6046777769573642,0.0
60,273,target_only_direct_regression,dynamic_hard_ood_40pct,204,0.6183862834832756,0.294065247320928,0.019086210725213326,0.2722769357199921,,,,26,0,31,False,0.6046777769573642,-0.02267076292251098
60,273,scalar_optical_residual,full_scaffold_separated_evaluation,510,0.5556637341505978,0.3024352972318411,0.1650343782836028,0.45426662191097816,0.1,0.0,0.0,26,0,31,False,0.5556637341505978,0.0
60,273,shuffled_source_pretrained_residual,full_scaffold_separated_evaluation,510,0.5556637341505978,0.3024352972318411,0.1650343782836028,0.45426662191097816,0.1,0.0,0.0,26,0,31,False,0.5556637341505978,0.0
60,273,state_aligned_pretrained_residual,full_scaffold_separated_evaluation,510,0.5556637341505978,0.3024352972318411,0.1650343782836028,0.45426662191097816,0.1,0.0,0.0,26,0,31,False,0.5556637341505978,0.0
60,273,state_blind_pretrained_residual,full_scaffold_separated_evaluation,510,0.5556637341505978,0.3024352972318411,0.1650343782836028,0.45426662191097816,0.1,0.0,0.0,26,0,31,False,0.5556637341505978,0.0
60,273,target_only_direct_regression,full_scaffold_separated_evaluation,510,0.5660121376609778,0.30535696940207174,0.13364481880731582,0.43690394466142674,,,,26,0,31,False,0.5556637341505978,-0.018623499923382376
60,274,scalar_optical_residual,dynamic_hard_ood_40pct,196,0.5811608108706349,0.34279835410646026,0.1296210355638593,0.26529901916090853,100.0,1.0,0.026061354377437788,20,0,32,False,0.5818572617661606,0.0011969445795206334
60,274,shuffled_source_pretrained_residual,dynamic_hard_ood_40pct,196,0.5812985256721829,0.34233339460805584,0.12920848789748562,0.2738053515599852,1000.0,1.0,0.035399633224326335,20,0,32,False,0.5818572617661606,0.0009602631619338043
60,274,state_aligned_pretrained_residual,dynamic_hard_ood_40pct,196,0.7909178138245677,0.4959533252066031,-0.6120498174226949,0.33852688982627366,10.0,1.0,0.26806199268674513,20,0,32,False,0.5818572617661606,-0.3592986902386127
60,274,state_blind_pretrained_residual,dynamic_hard_ood_40pct,196,0.5817849312169026,0.3422092510018899,0.12775059661261468,0.26086882845241505,1000.0,0.5,0.020009440208069676,20,0,32,False,0.5818572617661606,0.00012430978181570895
60,274,target_only_direct_regression,dynamic_hard_ood_40pct,196,0.5855920175454288,0.32777280184691804,0.11629758812645674,0.25805563882945864,,,,20,0,32,False,0.5818572617661606,-0.006418680361454566
60,274,scalar_optical_residual,full_scaffold_separated_evaluation,488,0.5895758186665612,0.3707649360099367,0.02189160725531869,0.3837800255336458,100.0,1.0,0.026061354377437788,20,0,32,False,0.589630382972396,9.253984769199231e-05
60,274,shuffled_source_pretrained_residual,full_scaffold_separated_evaluation,488,0.5932950130834811,0.37060175789205724,0.009512370643690149,0.3931209571516338,1000.0,1.0,0.035399633224326335,20,0,32,False,0.589630382972396,-0.006215131066705309
60,274,state_aligned_pretrained_residual,full_scaffold_separated_evaluation,488,0.739765071305075,0.47282692297424317,-0.5399098739005395,0.3690013230966259,10.0,1.0,0.26806199268674513,20,0,32,False,0.589630382972396,-0.2546250883067327
60,274,state_blind_pretrained_residual,full_scaffold_separated_evaluation,488,0.5906176794633357,0.36871098797621454,0.018431651267767912,0.3715972153693979,1000.0,0.5,0.020009440208069676,20,0,32,False,0.589630382972396,-0.0016744328641318839
60,274,target_only_direct_regression,full_scaffold_separated_evaluation,488,0.5844535758849282,0.34767966407977563,0.038813416292174496,0.35768556114425015,,,,20,0,32,False,0.589630382972396,0.00877974954643776
60,275,scalar_optical_residual,dynamic_hard_ood_40pct,205,0.71533150407037,0.37601165071974585,-0.05514995697685454,0.3123964128787343,1.0,0.5,0.13768227236608863,23,0,12,False,0.7142022231246679,-0.0015811781441417768
60,275,shuffled_source_pretrained_residual,dynamic_hard_ood_40pct,205,0.78895395858798,0.4396507061594221,-0.283520472279563,0.16847744833849898,10.0,1.0,0.20319427594454964,23,0,12,False,0.7142022231246679,-0.10466466365264146
60,275,state_aligned_pretrained_residual,dynamic_hard_ood_40pct,205,0.7142127469534522,0.32821480826486976,-0.05185209181170891,0.18281306419885168,1000.0,0.1,0.010616757884620907,23,0,12,False,0.7142022231246679,-1.4735082646846476e-05
60,275,state_blind_pretrained_residual,dynamic_hard_ood_40pct,205,6.045568032813482,1.4415829289176567,-74.36569466537628,0.19880230696583748,10.0,1.0,0.9728720737277137,23,0,12,False,0.7142022231246679,-7.464784674519551
60,275,target_only_direct_regression,dynamic_hard_ood_40pct,205,0.7244267544015923,0.3415878997804613,-0.08215244089055407,0.24031202160570098,,,,23,0,12,False,0.7142022231246679,-0.014316017152945374
60,275,scalar_optical_residual,full_scaffold_separated_evaluation,511,0.7604332521278048,0.4416776848106945,-0.5442403435657546,0.41655820237693153,1.0,0.5,0.13768227236608863,23,0,12,False,0.6986394918911406,-0.0884487077439542
60,275,shuffled_source_pretrained_residual,full_scaffold_separated_evaluation,511,0.8553615555023086,0.5052987647542925,-0.9538541840540002,0.29903560060069234,10.0,1.0,0.20319427594454964,23,0,12,False,0.6986394918911406,-0.22432465589218062
60,275,state_aligned_pretrained_residual,full_scaffold_separated_evaluation,511,0.7039518383210168,0.3697150147330639,-0.3233617882016464,0.35185757388940997,1000.0,0.1,0.010616757884620907,23,0,12,False,0.6986394918911406,-0.007603845032430494
60,275,state_blind_pretrained_residual,full_scaffold_separated_evaluation,511,4.490408166148548,1.1866450053895894,-52.84734980214118,0.3392123118246189,10.0,1.0,0.9728720737277137,23,0,12,False,0.6986394918911406,-5.427360918280621
60,275,target_only_direct_regression,full_scaffold_separated_evaluation,511,0.7459552974757512,0.39622041580270556,-0.48599825862693846,0.36441584831122337,,,,23,0,12,False,0.6986394918911406,-0.06772563837828845
60,276,scalar_optical_residual,dynamic_hard_ood_40pct,157,0.6272238691862023,0.39136627684463904,-0.007676737671808542,-0.010102858913254622,0.1,0.0,0.0,18,1,6,False,0.6272238691862023,0.0
60,276,shuffled_source_pretrained_residual,dynamic_hard_ood_40pct,157,0.6272238691862023,0.39136627684463904,-0.007676737671808542,-0.010102858913254622,0.1,0.0,0.0,18,1,6,False,0.6272238691862023,0.0
60,276,state_aligned_pretrained_residual,dynamic_hard_ood_40pct,157,0.6272238691862023,0.39136627684463904,-0.007676737671808542,-0.010102858913254622,0.1,0.0,0.0,18,1,6,False,0.6272238691862023,0.0
60,276,state_blind_pretrained_residual,dynamic_hard_ood_40pct,157,0.7350540921409733,0.5102606394028392,-0.3839317658786525,0.13013493610680038,0.1,0.1,0.1799387925820758,18,1,6,False,0.6272238691862023,-0.17191664452227612
60,276,target_only_direct_regression,dynamic_hard_ood_40pct,157,0.6148938165470743,0.3164641745343559,0.03155194773340264,-0.06776553976739973,,,,18,1,6,False,0.6272238691862023,0.019658136823022622
60,276,scalar_optical_residual,full_scaffold_separated_evaluation,391,0.5898612035565435,0.37737182669225,0.1545870998652945,0.3859901553862805,0.1,0.0,0.0,18,1,6,False,0.5898612035565435,0.0
60,276,shuffled_source_pretrained_residual,full_scaffold_separated_evaluation,391,0.5898612035565435,0.37737182669225,0.1545870998652945,0.3859901553862805,0.1,0.0,0.0,18,1,6,False,0.5898612035565435,0.0
60,276,state_aligned_pretrained_residual,full_scaffold_separated_evaluation,391,0.5898612035565435,0.37737182669225,0.1545870998652945,0.3859901553862805,0.1,0.0,0.0,18,1,6,False,0.5898612035565435,0.0
60,276,state_blind_pretrained_residual,full_scaffold_separated_evaluation,391,0.6837199310548662,0.4770119712799632,-0.13586230062278948,0.40104270015791094,0.1,0.1,0.1799387925820758,18,1,6,False,0.5898612035565435,-0.15912002168036382
60,276,target_only_direct_regression,full_scaffold_separated_evaluation,391,0.5982483507439854,0.3278823828269206,0.13037458178147887,0.35391351498026113,,,,18,1,6,False,0.5898612035565435,-0.014218848666215003
