canonical_smiles,solid_real__absorption_nm__mean,solid_real__absorption_nm__std,solid_real__emission_nm__mean,solid_real__emission_nm__std,solid_real__quantum_yield__mean,solid_real__quantum_yield__std,solid_shuffled__absorption_nm__mean,solid_shuffled__absorption_nm__std,solid_shuffled__emission_nm__mean,solid_shuffled__emission_nm__std,solid_shuffled__quantum_yield__mean,solid_shuffled__quantum_yield__std,global_state_blind__absorption_nm__mean,global_state_blind__absorption_nm__std,global_state_blind__emission_nm__mean,global_state_blind__emission_nm__std,global_state_blind__quantum_yield__mean,global_state_blind__quantum_yield__std
CCC1(CC)C2=C(c3ccc(-c4ccc(/C=C5\C(=O)c6ccc(F)cc6C5=C(C#N)C#N)s4)cc31)C(CC)(CC)c1cc(-c3ccc(/C=C4\C(=O)c5ccc(F)cc5C4=C(C#N)C#N)s3)ccc12,501.87848,16.970072,676.7133,25.313288,0.1038626,0.038845476,364.24454,18.179548,567.8984,89.28726,0.24263091,0.2901715,555.26135,16.641462,639.9326,13.568628,0.13727511,0.06383577
CCC1(CC)C2=C(c3ccc(-c4ccc(/C=C5\C(=O)c6ccccc6C5=C(C#N)C#N)s4)cc31)C(CC)(CC)c1cc(-c3ccc(/C=C4\C(=O)c5ccccc5C4=C(C#N)C#N)s3)ccc12,498.611,16.389091,678.067,23.308952,0.12581743,0.046862803,366.5862,18.757872,558.1806,68.12511,0.19813628,0.3156006,555.05054,15.864495,646.4258,11.640006,0.12073026,0.07698946
CCC1(CC)Oc2cc3c(cc2-c2sc(/C=C4\C(=O)c5cc(F)c(F)cc5C4=C(C#N)C#N)cc21)C(CC)(CC)c1cc2c(cc1-3)OC(CC)(CC)c1cc(/C=C3\C(=O)c4cc(F)c(F)cc4C3=C(C#N)C#N)sc1-2,499.09033,16.85434,653.2752,20.023134,0.05313369,0.03253049,358.24716,20.445372,534.7899,94.14774,0.26594272,0.1744452,546.0614,15.495015,617.04395,15.653303,0.22640868,0.06801433
CCC1(CC)c2cc(-c3ccc(/C=C4\C(=O)c5cc(Br)ccc5C4=C(C#N)C#N)s3)ccc2-c2ccc(-c3ccc(/C=C4\C(=O)c5cc(Br)ccc5C4=C(C#N)C#N)s3)cc21,489.8829,16.83564,657.6046,22.156454,0.0727685,0.046216197,384.8806,36.158348,564.7437,100.41578,0.13613887,0.27681914,554.8615,18.292662,638.72925,22.274042,0.11126627,0.07017561
CCC1(CC)c2cc(-c3ccc(C=C4C(=O)c5ccccc5C4=O)s3)ccc2-c2ccc(-c3ccc(C=C4C(=O)c5ccccc5C4=O)s3)cc21,480.3807,12.990006,625.8568,13.896638,0.16763738,0.09254811,382.79422,19.897799,491.1512,68.84045,0.25819743,0.39169988,506.48584,19.644684,605.1918,17.70688,0.08577122,0.029011311
CCC1(CC)c2cc(/C=C3\C(=O)c4cc(Cl)c(Cl)cc4C3=C(C#N)C#N)sc2-c2sc(-c3ccc(-c4cc5c(s4)-c4sc(/C=C6\C(=O)c7cc(Cl)c(Cl)cc7C6=C(C#N)C#N)cc4C5(CC)CC)c4nsnc34)cc21,489.11322,25.901787,657.38837,23.799368,-0.026514541,0.05099412,403.6704,44.007793,519.866,82.001884,0.23774593,0.17691854,599.02625,16.4216,665.75085,15.774361,0.15330729,0.115893036
CCC1(CC)c2cc(/C=C3\C(=O)c4cc(F)c(F)cc4C3=C(C#N)C#N)sc2-c2sc(-c3c(F)c(F)c(-c4cc5c(s4)-c4sc(/C=C6\C(=O)c7cc(F)c(F)cc7C6=C(C#N)C#N)cc4C5(CC)CC)c4nsnc34)cc21,510.41913,26.711458,688.56647,25.034698,-0.052265592,0.05667423,389.87125,48.98473,507.86865,76.005585,0.22281832,0.173108,580.6429,20.512785,659.21375,20.71455,0.15464446,0.065813795
CCC1(CC)c2cc(/C=C3\C(=O)c4cc(F)c(F)cc4C3=C(C#N)C#N)sc2-c2sc(-c3ccc(-c4cc5c(s4)-c4sc(/C=C6\C(=O)c7cc(F)c(F)cc7C6=C(C#N)C#N)cc4C5(CC)CC)c4nsnc34)cc21,497.06583,23.746674,675.5636,23.538939,-0.020710865,0.051333535,383.8018,48.78169,516.59906,99.95665,0.23785548,0.2208117,582.35724,15.182347,653.60535,14.93136,0.17760126,0.0981041
CCC1(CC)c2cc3c(cc2-c2cc4c(cc21)-c1sc(/C=C2\C(=O)c5cc(F)c(F)cc5C2=C(C#N)C#N)cc1C4(CC)CC)C(CC)(CC)c1cc(/C=C2\C(=O)c4cc(F)c(F)cc4C2=C(C#N)C#N)sc1-3,505.31192,23.963913,680.6335,22.610659,0.030007983,0.03675147,347.103,17.105562,543.1595,97.27586,0.26926437,0.25527337,556.7235,21.547972,621.24023,18.449436,0.17672822,0.10144589
CCC1(CC)c2cc3c(cc2-c2sc(/C=C/C4=C(C#N)C(=C(C#N)C#N)OC4(C)C)cc21)C(CC)(CC)c1cc(/C=C/C2=C(C#N)C(=C(C#N)C#N)OC2(C)C)sc1-3,496.11768,16.394768,676.1432,28.008717,0.08526997,0.053815633,371.16025,23.809717,561.52374,51.373665,0.316202,0.12434754,590.9369,18.208517,665.76904,24.45298,0.15478134,0.075791955
CCC1(CC)c2cc3c(cc2-c2sc(/C=C4\C(=O)c5c(sc6ccccc56)C4=C(C#N)C#N)cc21)C(CC)(CC)c1cc(/C=C2\C(=O)c4c(sc5ccccc45)C2=C(C#N)C#N)sc1-3,569.4147,17.726309,732.329,19.396439,-0.12679088,0.06626253,379.49484,36.220024,522.19086,81.47123,0.16660123,0.27939725,625.0947,27.12637,688.0769,15.132973,0.12156161,0.10588508
CCC1(CC)c2cc3c(cc2-c2sc(/C=C4\C(=O)c5cc(F)c(F)cc5C4=C(C#N)C#N)cc21)C(CC)(CC)c1cc(/C=C2\C(=O)c4cc(F)c(F)cc4C2=C(C#N)C#N)sc1-3,509.073,24.06103,681.782,23.919418,0.0017037869,0.042711634,358.99844,24.486862,548.02905,105.41787,0.2380126,0.26442894,566.7013,17.438957,631.3522,17.958643,0.15045294,0.08672789
CCC1(CC)c2cc3cc4c(cc3cc2-c2sc(/C=C3\C(=O)c5ccccc5C3=C(C#N)C#N)cc21)C(CC)(CC)c1cc(/C=C2\C(=O)c3ccccc3C2=C(C#N)C#N)sc1-4,522.4902,16.879873,687.6071,18.970062,0.019900912,0.03973786,356.88663,17.747543,535.3697,80.02505,0.19781704,0.2942919,556.79456,11.614212,628.0809,11.017479,0.12492826,0.07080782
CCC1(CC)c2ccccc2-c2ccc(-c3ccc4c(c3)C(=C3c5cc(-c6ccc7c(c6)C(CC)(CC)c6ccccc6-7)ccc5-c5ccc(-c6ccc7c(c6)C(CC)(CC)c6ccccc6-7)cc53)c3cc(-c5ccc6c(c5)C(CC)(CC)c5ccccc5-6)ccc3-4)cc21,435.52383,16.64284,548.47473,18.119297,0.53322953,0.052414604,362.7627,46.43277,515.6057,44.498505,0.2098822,0.18596657,413.6211,10.314891,467.44293,16.452662,0.7558153,0.056758814
CCCC(CCC)N1C(=O)c2ccc3c4c5c(c6ccc(c2c36)C1=O)=CC=C1C(=O)N(C(CCC)CCC)C(=O)C(C(c2ccc([Si](c3ccc(C6=Cc7c8c(c9ccc%10c%11c(ccc7c%119)C(=O)N(C(CCC)CCC)C%10=O)=CC=C7C(=O)N(C(CCC)CCC)C(=O)C6C78)cc3)(c3ccc(-c6cc7c8c9c(c%10ccc%11c(c6C(=O)N(C(CCC)CCC)C%11=O)c%107)C=CC6C(=O)N(C(CCC)CCC)C(=O)C(=CC=8)C96)cc3)c3ccc(-c6cc7c8c9c(c%10ccc%11c(c6C(=O)N(C(CCC)CCC)C%11=O)c%107)C=CC6C(=O)N(C(CCC)CCC)C(=O)C(=CC=8)C96)cc3)cc2)=C4)C15,566.9528,8.46298,641.9823,13.720639,0.04793673,0.01686039,367.2192,22.97469,525.8847,70.35598,0.34661663,0.102527335,603.9912,5.573207,643.3253,1.4489446,0.47156587,0.060693275
CCCC1(CCC)c2ccccc2-c2ccc(-c3ccc(C=C(C#N)C#N)c4nsnc34)cc21,412.2806,8.130207,583.77496,11.979065,0.100672446,0.02431406,392.12088,64.65711,496.07178,81.37632,0.38965163,0.10907115,440.8449,16.732485,556.62195,13.917174,0.3115572,0.04341342
CCCCC(=O)OCC1(c2ccccc2)C2=CC=Cc3cccc4cccc5ccc6ccccc7cccc1c7c6c5c-4c3C2,390.57782,11.338091,476.62762,13.945516,0.36021885,0.037576403,435.51294,65.4334,515.2778,19.91538,0.2647924,0.059116334,366.53214,3.0450969,414.8964,6.460132,0.41394743,0.022629779
CCCCC(=O)OCC1(c2ccccc2)c2cccc3cccc4cccc5cccc6cccc1c6c-5c-4c-3c2,349.43036,16.771454,425.27203,14.134641,0.41322422,0.035084467,430.72763,65.6119,524.3952,36.973392,0.30036834,0.10402192,326.7023,12.161816,383.59174,13.924494,0.3098264,0.09760326
CCCCC(CC)CC(=O)c1cc2c(-c3cc4c(-c5ccc(CC(CC)CCCC)s5)c5sccc5c(-c5ccc(CC(CC)CCCC)s5)c4s3)scc2s1,472.4958,10.721779,614.6972,14.466206,-0.03584657,0.024517091,369.4368,22.488434,528.6372,29.453335,0.4307983,0.12203479,452.4001,10.621767,534.40173,19.027044,0.18226376,0.055859573
CCCCC(CC)CC(=O)c1cc2c(C)sc(-c3cc4c(-c5ccc(CC(CC)CCCC)s5)c5sc(C)cc5c(-c5ccc(CC(CC)CCCC)s5)c4s3)c2s1,474.919,11.233228,592.9459,12.2721815,-0.011487728,0.019383304,361.66284,22.34974,531.63715,13.329083,0.4027919,0.12056693,440.83823,10.229275,528.51636,14.403616,0.20640549,0.07206105
CCCCC(CC)CC(=O)c1ccsc1-c1ccc(-c2sc(-c3cc4c(-c5cc(F)c(CC(CC)CCCC)s5)c5sccc5c(-c5cc(F)c(CC(CC)CCCC)s5)c4s3)cc2C(=O)CC(CC)CCCC)s1,456.63217,9.314607,599.6002,10.546458,-0.020579034,0.024975577,375.84073,26.160849,537.77386,10.003313,0.4454249,0.09054856,458.75446,20.588587,549.6093,24.28796,0.16088608,0.048786923
CCCCC(CC)CC(CC(CC)CCCC)n1c2ccccc2c2ccc(-c3ccc(-c4sc(-c5cccs5)c5c4C(=O)N(CC(CC)CCCC)C5=O)s3)cc21,461.46014,14.317722,582.3179,14.670241,-0.0010984242,0.011193918,400.55765,38.728325,570.45734,30.9762,0.4836743,0.08283938,463.7731,6.366327,545.4971,2.894225,0.25345445,0.050722223
CCCCC(CC)CC(CC(CC)CCCC)n1c2ccsc2c2sc(-c3ccc(-c4ccc(-c5cccs5)c5nsnc45)s3)cc21,462.42487,21.600315,644.4678,17.840025,-0.007707602,0.021333333,378.8293,31.66678,500.11093,44.491253,0.5128057,0.24210674,501.813,12.984169,588.181,15.820716,0.4090221,0.04357566
CCCCC(CC)CC1(CC(CC)CCCC)C2=C(SC(c3c(F)c(F)c(-c4cc5c(s4)-c4sc(/C=C6\C(=O)c7cc(F)c(F)cc7C6=C(C#N)C#N)cc4C5(CC(CC)CCCC)CC(CC)CCCC)c(F)c3F)C2)c2sc(/C=C3\C(=O)c4cc(F)c(F)cc4C3=C(C#N)C#N)cc21,499.0751,18.30792,617.74194,18.417831,0.055019557,0.043844312,371.91638,40.384632,576.102,82.3521,0.41952673,0.09097788,546.6003,11.799529,615.2882,9.149765,0.18027852,0.06017326
CCCCC(CC)CC1(CC(CC)CCCC)C2=C(SC(c3cc(F)c(-c4cc5c(s4)-c4sc(/C=C6\C(=O)c7cc(F)c(F)cc7C6=C(C#N)C#N)cc4C5(CC(CC)CCCC)CC(CC)CCCC)cc3F)C2)c2sc(/C=C3\C(=O)c4cc(F)c(F)cc4C3=C(C#N)C#N)cc21,504.51678,15.0785675,624.5335,17.02958,0.041095797,0.038104758,368.5922,35.396297,578.8829,79.33869,0.4409312,0.086287975,554.1586,10.459738,617.5895,9.113916,0.19727965,0.049530398
CCCCC(CC)CC1(CC(CC)CCCC)C2=C(SC(c3ccc(-c4cc5c(s4)-c4sc(/C=C6\C(=O)c7cc(F)c(F)cc7C6=C(C#N)C#N)cc4C5(CC(CC)CCCC)CC(CC)CCCC)nn3)C2)c2sc(/C=C3\C(=O)c4cc(F)c(F)cc4C3=C(C#N)C#N)cc21,510.70477,11.590466,633.4796,14.582741,0.036984142,0.037482906,366.43774,31.396355,563.68964,62.32966,0.4394602,0.105959706,566.69836,11.333299,626.6185,12.216704,0.18958291,0.045626212
CCCCC(CC)CC1(CC(CC)CCCC)c2cc(-c3ccc(-c4ccc(/C=C5\C(=O)c6ccccc6C5=C(C#N)C#N)s4)s3)ccc2-c2sc(-c3ccc(/C=C4\C(=O)c5ccccc5C4=C(C#N)C#N)s3)cc21,495.9112,12.861585,647.3628,14.492654,0.08092143,0.03531176,383.9601,30.08436,549.84467,35.20316,0.30989578,0.20656933,567.02405,10.228376,651.0814,8.689996,0.11401452,0.0448173
CCCCC(CC)CC1(CC(CC)CCCC)c2cc(-c3ccc(/C=C4\SC(=S)N(CC)C4=O)c4nsnc34)ccc2-c2cc3c(cc21)-c1ccc(-c2ccc(/C=C4\SC(=S)N(CC)C4=O)c4nsnc24)cc1C3(CC(CC)CCCC)CC(CC)CCCC,474.05835,6.163356,624.8233,12.782522,0.112926744,0.019576378,366.04178,37.008305,513.653,39.413425,0.58975226,0.054722007,545.6203,25.298449,626.3003,21.819288,0.30402932,0.063460685
CCCCC(CC)CC1(CC(CC)CCCC)c2cc(-c3ccc(/C=C4\SC(=S)N(CC)C4=O)c4nsnc34)sc2-c2c1ccc1c3c(ccc21)C(CC(CC)CCCC)(CC(CC)CCCC)c1cc(-c2ccc(/C=C4\SC(=S)N(CC)C4=O)c4nsnc24)sc1-3,483.42416,6.113564,628.2923,14.521023,0.058670305,0.019784048,358.7633,46.359066,506.28833,17.817888,0.57062393,0.08351508,575.2155,14.454552,654.1689,16.443115,0.18864992,0.056148324
CCCCC(CC)CC1(CC(CC)CCCC)c2cc(-c3ccc(/C=C4\SC(=S)N(CC)C4=O)c4nsnc34)sc2-c2sc(-c3ccc(/C=C4\SC(=S)N(CC)C4=O)c4nsnc34)cc21,483.19913,5.756533,610.3991,11.308263,0.08108396,0.051119424,379.08926,71.32295,483.68942,30.039396,0.5361483,0.15640059,595.7874,12.554113,683.1701,17.121794,0.18459222,0.056283858
CCCCC(CC)CC1(CC(CC)CCCC)c2cc(-c3ccc(/C=c4\sc(=C(C#N)C#N)n(CC)c4=O)c4nsnc34)sc2-c2sc(-c3ccc(/C=c4\sc(=C(C#N)C#N)n(CC)c4=O)c4nsnc34)cc21,443.4645,11.625968,596.69556,15.38302,0.024529185,0.063875504,385.25266,70.390526,485.66324,41.313656,0.4412252,0.14359134,564.42645,23.933916,658.9552,17.581297,0.23358956,0.06895441
CCCCC(CC)CC1(CC(CC)CCCC)c2cc(-c3ccc(C=C4C(=O)c5cc(F)ccc5C4=C(C#N)C#N)s3)sc2-c2c1ccc1c3c(ccc21)C(CC(CC)CCCC)(CC(CC)CCCC)c1cc(-c2ccc(C=C4C(=O)c5cc(F)ccc5C4=C(C#N)C#N)s2)sc1-3,511.06378,16.46911,643.4852,19.099005,0.02535374,0.03913822,362.0524,33.98025,564.8786,77.97162,0.42752108,0.08811206,562.5426,15.033719,634.2173,10.335722,0.16184121,0.059775714
CCCCC(CC)CC1(CC(CC)CCCC)c2cc(-c3cccs3)ccc2-c2sc(-c3c(F)c(F)cc4nsnc34)cc21,441.73877,13.085235,611.2484,14.639265,0.029518744,0.039397683,374.93335,38.16133,507.94223,52.284996,0.54924846,0.1719751,475.13715,18.63769,559.20496,12.25612,0.36479098,0.043940052
CCCCC(CC)CC1(CC(CC)CCCC)c2cc(/C=C3\C(=O)c4cc(C)c(C)cc4C3=C(C#N)C#N)sc2-c2sc(-c3cc4c(s3)-c3sc(/C=C5\C(=O)c6cc(C)c(C)cc6C5=C(C#N)C#N)cc3C4(CC(CC)CCCC)CC(CC)CCCC)cc21,527.953,17.180851,642.3041,17.784655,0.024019724,0.03154303,355.79703,30.636894,559.44415,68.60011,0.42456445,0.13464382,592.8309,11.711313,656.48096,8.907411,0.15637176,0.06444275
CCCCC(CC)CC1(CC(CC)CCCC)c2cc(/C=C3\C(=O)c4cc(Cl)c(Cl)cc4C3=C(C#N)C#N)sc2-c2sc(-c3cc(F)c(-c4cc5c(s4)-c4sc(/C=C6\C(=O)c7cc(Cl)c(Cl)cc7C6=C(C#N)C#N)cc4C5(CC(CC)CCCC)CC(CC)CCCC)cc3F)cc21,502.1705,17.027147,619.46326,14.336001,0.042927675,0.04164207,376.18823,33.993847,576.3086,53.571022,0.4409941,0.11552497,574.7246,11.901561,635.49304,10.155353,0.13618827,0.06592419
CCCCC(CC)CC1(CC(CC)CCCC)c2cc(/C=C3\C(=O)c4cc(Cl)c(Cl)cc4C3=C(C#N)C#N)sc2-c2sc(-c3cc4c(s3)-c3sc(/C=C5\C(=O)c6cc(Cl)c(Cl)cc6C5=C(C#N)C#N)cc3C4(CC(CC)CCCC)CC(CC)CCCC)cc21,520.52844,18.836767,639.23566,15.549618,0.009732118,0.0408393,373.7698,29.684135,575.57495,38.875385,0.44894198,0.121546686,599.20966,14.009863,656.003,11.187998,0.118301034,0.076486476
CCCCC(CC)CC1(CC(CC)CCCC)c2cc(/C=C3\C(=O)c4cc(Cl)c(Cl)cc4C3=C(C#N)C#N)sc2-c2sc(-c3ccc(-c4cc5c(s4)-c4sc(/C=C6\C(=O)c7cc(Cl)c(Cl)cc7C6=C(C#N)C#N)cc4C5(CC(CC)CCCC)CC(CC)CCCC)c4nsnc34)cc21,515.4036,18.27064,649.09,17.29026,-0.0019211501,0.042519156,371.04163,38.966324,549.0347,39.19278,0.4526995,0.14682941,609.6596,13.16653,671.766,8.585381,0.13754657,0.07747619
CCCCC(CC)CC1(CC(CC)CCCC)c2cc(/C=C3\C(=O)c4cc(F)c(F)cc4C3=C(C#N)C#N)sc2-c2sc(-c3c(F)c(F)c(-c4cc5c(s4)-c4sc(/C=C6\C(=O)c7cc(F)c(F)cc7C6=C(C#N)C#N)cc4C5(CC(CC)CCCC)CC(CC)CCCC)c(F)c3F)cc21,503.78076,20.114866,624.15125,17.210066,0.04951062,0.051613905,373.0017,41.3802,566.06616,81.70862,0.39282867,0.11278343,551.12286,15.072743,619.0764,14.091725,0.13402757,0.067559175
CCCCC(CC)CC1(CC(CC)CCCC)c2cc(/C=C3\C(=O)c4cc(F)c(F)cc4C3=C(C#N)C#N)sc2-c2sc(-c3c(F)c(F)c(-c4cc5c(s4)-c4sc(/C=C6\C(=O)c7cc(F)c(F)cc7C6=C(C#N)C#N)cc4C5(CC(CC)CCCC)CC(CC)CCCC)c4nsnc34)cc21,532.4188,18.800966,670.9274,20.245447,-0.011407626,0.050812878,369.32632,41.412506,543.7536,60.21096,0.42945573,0.14279316,595.00354,19.932236,666.3424,16.527084,0.1450741,0.04442089
CCCCC(CC)CC1(CC(CC)CCCC)c2cc(/C=C3\C(=O)c4cc(F)c(F)cc4C3=C(C#N)C#N)sc2-c2sc(-c3c(F)c(OC)c(-c4cc5c(s4)-c4sc(/C=C6\C(=O)c7cc(F)c(F)cc7C6=C(C#N)C#N)cc4C5(CC(CC)CCCC)CC(CC)CCCC)c(F)c3OC)cc21,521.5591,14.516479,639.79034,16.370848,0.0475007,0.04583524,367.64868,42.073315,558.14764,60.22044,0.41331068,0.12902121,559.1724,13.050653,629.4523,10.696684,0.14042202,0.05908524
CCCCC(CC)CC1(CC(CC)CCCC)c2cc(/C=C3\C(=O)c4cc(F)c(F)cc4C3=C(C#N)C#N)sc2-c2sc(-c3c(OC)c(OC)c(-c4cc5c(s4)-c4sc(/C=C6\C(=O)c7cc(F)c(F)cc7C6=C(C#N)C#N)cc4C5(CC(CC)CCCC)CC(CC)CCCC)c4nsnc34)cc21,557.4954,16.615976,694.4544,19.136728,-0.026969653,0.043608516,364.22375,46.220608,534.61694,40.37394,0.44888434,0.15071398,610.7146,19.637863,679.66125,16.856577,0.1450462,0.054744504
CCCCC(CC)CC1(CC(CC)CCCC)c2cc(/C=C3\C(=O)c4cc(F)c(F)cc4C3=C(C#N)C#N)sc2-c2sc(-c3cc(F)c(-c4cc5c(s4)-c4sc(/C=C6\C(=O)c7cc(F)c(F)cc7C6=C(C#N)C#N)cc4C5(CC(CC)CCCC)CC(CC)CCCC)cc3F)cc21,507.97015,14.870556,630.7697,15.637955,0.042664044,0.042514693,367.98764,39.449184,571.22284,83.06701,0.429165,0.103914104,561.6942,11.811182,625.2323,9.662464,0.16002908,0.056117754
CCCCC(CC)CC1(CC(CC)CCCC)c2cc(/C=C3\C(=O)c4cc(F)c(F)cc4C3=C(C#N)C#N)sc2-c2sc(-c3cc4c(s3)-c3sc(/C=C5\C(=O)c6cc(F)c(F)cc6C5=C(C#N)C#N)cc3C4(CC(CC)CCCC)CC(CC)CCCC)cc21,527.0948,16.566448,651.74817,16.88199,0.009462905,0.040612087,366.28882,34.47052,569.4204,69.86984,0.4367454,0.11036029,585.5784,13.928956,645.7367,11.752501,0.14932323,0.06493825
CCCCC(CC)CC1(CC(CC)CCCC)c2cc(/C=C3\C(=O)c4cc(F)c(F)cc4C3=C(C#N)C#N)sc2-c2sc(-c3cnc(-c4cc5c(s4)-c4sc(/C=C6\C(=O)c7cc(F)c(F)cc7C6=C(C#N)C#N)cc4C5(CC(CC)CCCC)CC(CC)CCCC)cn3)cc21,516.51105,14.024719,642.45105,15.066412,0.028317014,0.037696272,365.933,39.128006,557.3007,65.69325,0.43353972,0.1204678,579.5251,15.429465,638.7476,11.700882,0.16793634,0.056772523
CCCCC(CC)CC1(CC(CC)CCCC)c2cc(/C=C3\C(=O)c4cc(F)c(F)cc4C3=C(C#N)C#N)sc2-c2sc(-c3sc(-c4cc5c(s4)-c4sc(/C=C6\C(=O)c7cc(F)c(F)cc7C6=C(C#N)C#N)cc4C5(CC(CC)CCCC)CC(CC)CCCC)c(F)c3F)cc21,516.56854,19.858658,641.31946,19.028938,0.030286342,0.044123556,371.08627,40.601097,565.30426,65.75818,0.4164711,0.11202385,568.9822,15.78818,635.4693,12.805849,0.1257621,0.06691372
CCCCC(CC)CC1(CC(CC)CCCC)c2cc(/C=C3\C(=O)c4cc(OC)c(F)cc4C3=C(C#N)C#N)sc2-c2sc(-c3cc(F)c(-c4cc5c(s4)-c4sc(/C=C6\C(=O)c7cc(F)c(OC)cc7C6=C(C#N)C#N)cc4C5(CC(CC)CCCC)CC(CC)CCCC)cc3F)cc21,518.79724,13.11632,646.3041,15.715237,0.04685033,0.036111135,365.20776,41.684875,558.30426,65.96598,0.4384768,0.1188121,570.73474,12.178099,637.92883,10.654909,0.15396965,0.052900527
CCCCC(CC)CC1(CC(CC)CCCC)c2cc(/C=C3\C(=O)c4ccccc4C3=C(C#N)C#N)sc2-c2c1ccc1c3c(ccc21)C(CC(CC)CCCC)(CC(CC)CCCC)c1cc(/C=C2\C(=O)c4ccccc4C2=C(C#N)C#N)sc1-3,514.6227,10.062112,639.26605,13.40989,0.010767353,0.02920771,357.78323,25.817175,565.77423,61.125153,0.4268007,0.09232723,562.9928,6.5845156,631.9469,5.99135,0.17781956,0.060102355
CCCCC(CC)CC1(CC(CC)CCCC)c2cc(/C=C3\C(=O)c4ccccc4C3=C(C#N)C#N)sc2-c2sc(-c3cc(F)c(-c4cc5c(s4)-c4sc(/C=C6\C(=O)c7ccccc7C6=C(C#N)C#N)cc4C5(CC(CC)CCCC)CC(CC)CCCC)cc3F)cc21,504.3354,10.416943,636.508,13.048305,0.041081797,0.03453751,366.0388,32.008297,563.42804,54.28074,0.43972364,0.10077099,561.03595,10.3479,630.94403,9.677303,0.14387108,0.06428733
CCCCC(CC)CC1(CC(CC)CCCC)c2cc(/C=C3\C(=O)c4ccccc4C3=C(C#N)C#N)sc2-c2sc(-c3ccc(-c4cc5c(s4)-c4sc(/C=C6\C(=O)c7ccccc7C6=C(C#N)C#N)cc4C5(CC(CC)CCCC)CC(CC)CCCC)c4nsnc34)cc21,520.25916,13.531944,669.7589,14.38373,-0.0097075645,0.035131924,361.66785,31.355118,534.06964,40.567417,0.44593143,0.15548795,600.21295,10.934049,671.134,8.928593,0.1556354,0.07079111
CCCCC(CC)CC1(CC(CC)CCCC)c2cc(/C=C3\C(=O)c4ccccc4C3=C(C#N)C#N)sc2-c2sc(-c3sc(-c4cc5c(s4)-c4sc(/C=C6\C(=O)c7ccccc7C6=C(C#N)C#N)cc4C5(CC(CC)CCCC)CC(CC)CCCC)c(F)c3F)cc21,514.3417,15.172362,647.7842,15.999075,0.027191123,0.036951985,368.8887,34.725235,555.7782,36.190327,0.42191872,0.10963231,567.9487,13.388339,640.50977,13.187588,0.10778229,0.08248202
CCCCC(CC)CC1(CC(CC)CCCC)c2cc(C=C3C(=O)c4cc(F)ccc4C3=C(C#N)C#N)sc2-c2c1ccc1c3c(ccc21)C(CC(CC)CCCC)(CC(CC)CCCC)c1cc(C=C2C(=O)c4cc(F)ccc4C2=C(C#N)C#N)sc1-3,523.07196,13.752709,642.4316,15.765994,-0.0045708893,0.034422226,355.92422,29.990396,572.89154,92.79367,0.42848304,0.06633817,562.4297,12.83277,630.5059,7.8461847,0.1898114,0.06411777
CCCCC(CC)CC1(CC(CC)CCCC)c2cc3c(cc2-c2sc(-c4ccc(/C=C5\SC(=S)N(CC)C5=O)c5nsnc45)cc21)C(CC(CC)CCCC)(CC(CC)CCCC)c1cc(-c2ccc(/C=C4\SC(=S)N(CC)C4=O)c4nsnc24)sc1-3,481.74307,3.935727,631.16144,13.328266,0.054496147,0.022815585,359.7496,47.84567,504.75583,19.123215,0.59879726,0.087897554,598.1414,13.81448,673.12286,18.22487,0.18549111,0.06074292
CCCCC(CC)CC1(CC(CC)CCCC)c2ccccc2-c2ccc(-c3c4cc(-c5ccc(-c6c(F)c(F)c(-c7cccs7)c7nsnc67)s5)sc4c(-c4ccc5c(c4)C(CC(CC)CCCC)(CC(CC)CCCC)c4ccccc4-5)c4ccsc34)cc21,462.78525,16.233654,632.481,13.5478325,0.035849318,0.03553112,375.75705,35.91477,530.00085,48.999565,0.47648254,0.08146678,495.7544,17.870436,585.9144,20.50856,0.27837527,0.063576534
CCCCC(CC)CC1(CC(CC)CCCC)c2ccccc2-c2ccc(-c3c4cc(-c5ccc(-c6ccc(-c7cccs7)c7nsnc67)s5)sc4c(-c4ccc5c(c4)C(CC(CC)CCCC)(CC(CC)CCCC)c4ccccc4-5)c4ccsc34)cc21,450.56122,15.808365,619.5719,11.492708,0.037159264,0.036591798,377.12393,36.597446,525.18976,59.406612,0.49577025,0.11414616,494.55792,15.335737,581.29126,16.849096,0.33802447,0.031876653
CCCCC(CC)CC1(CC(CC)CCCC)c2ccsc2-c2sc(-c3c(F)c(F)cc4nsnc34)cc21,454.12924,13.949622,626.7262,17.528408,-0.011085937,0.05576645,364.234,42.652184,514.4227,51.314644,0.5694205,0.17874126,471.07788,18.217106,557.52606,12.336293,0.3198063,0.077191256
CCCCC(CC)CC1(CC(CC)CCCC)c2ccsc2-c2sc(-c3cc(F)cc4nsnc34)cc21,446.74057,13.527477,625.5543,17.846582,-0.049139433,0.040773742,362.89648,34.886158,511.41467,61.01122,0.60404426,0.17684546,469.84906,14.909047,551.44415,12.128332,0.34042412,0.044029858
CCCCC(CC)CC1(CC(CC)CCCC)c2ccsc2-c2sc(-c3ccc(-c4ccc(-c5cccs5)c5nsnc45)s3)cc21,454.73965,19.816328,642.6415,13.9416275,-0.011534601,0.0364244,365.4878,38.267426,499.25342,30.460068,0.5666831,0.25230527,502.54654,5.2584715,594.15497,10.080711,0.36183637,0.021974122
