canonical_smiles,solid_real__absorption_nm__mean,solid_real__absorption_nm__std,solid_real__emission_nm__mean,solid_real__emission_nm__std,solid_real__quantum_yield__mean,solid_real__quantum_yield__std,solid_shuffled__absorption_nm__mean,solid_shuffled__absorption_nm__std,solid_shuffled__emission_nm__mean,solid_shuffled__emission_nm__std,solid_shuffled__quantum_yield__mean,solid_shuffled__quantum_yield__std,global_state_blind__absorption_nm__mean,global_state_blind__absorption_nm__std,global_state_blind__emission_nm__mean,global_state_blind__emission_nm__std,global_state_blind__quantum_yield__mean,global_state_blind__quantum_yield__std
CCCCCCCCCCCc1c(/C=C2\C(=O)c3cc4cc(F)c(F)cc4cc3C2=C(C#N)C#N)sc2c1sc1c3c4nsnc4c4c5sc6c(CCCCCCCCCCC)c(/C=C7\C(=O)c8cc9cc(F)c(F)cc9cc8C7=C(C#N)C#N)sc6c5n(CC(CC)CCCC)c4c3n(CC(CC)CCCC)c21,563.78156,19.030869,695.1071,26.625881,-0.10059936,0.063103944,370.16556,31.459024,518.8913,19.807703,0.3428652,0.14713317,601.89197,8.966197,668.2396,10.928884,0.13304076,0.07844158
CCCCCCCCCCCc1c(/C=C2\C(=O)c3cc4cc(F)c(F)cc4cc3C2=C(C#N)C#N)sc2c1sc1c3c4nsnc4c4c5sc6c(CCCCCCCCCCC)c(/C=C7\C(=O)c8cc9cc(F)c(F)cc9cc8C7=C(C#N)C#N)sc6c5n(CC(CCCC)CCCCCC)c4c3n(CC(CCCC)CCCCCC)c21,567.51526,17.886496,704.3146,26.206322,-0.09735345,0.05791557,376.44492,20.43648,517.5683,14.628482,0.35661903,0.16456884,601.0029,11.185459,669.0443,12.745902,0.13168922,0.07359499
CCCCCCCCCCCc1c(/C=C2\C(=O)c3cc4ccccc4cc3C2=C(C#N)C#N)sc2c1sc1c3c4nsnc4c4c5sc6c(CCCCCCCCCCC)c(/C=C7\C(=O)c8cc9cc(-c%10cc%11c(-c%12cc(F)c(CC(CCCCCC)CCCCCCCC)s%12)c%12sccc%12c(-c%12cc(F)c(CC(CCCCCC)CCCCCCCC)s%12)c%11s%10)ccc9cc8C7=C(C#N)C#N)sc6c5n(CC(CCCCCCCC)CCCCCCCCCC)c4c3n(CC(CCCCCCCC)CCCCCCCCCC)c21,529.6234,17.705137,698.5064,19.77294,-0.09615485,0.015997693,403.37476,17.21177,516.1724,15.871442,0.43012574,0.19866839,591.811,5.7776594,676.4054,10.493156,0.12351553,0.041971005
CCCCCCCCCCCc1c(/C=C2\C(=O)c3cc4ccccc4cc3C2=C(C#N)C#N)sc2c1sc1c3c4nsnc4c4c5sc6c(CCCCCCCCCCC)c(/C=C7\C(=O)c8cc9cc(-c%10cc%11c(-c%12ccc(CC(CCCCCC)CCCCCCCC)s%12)c%12sccc%12c(-c%12ccc(CC(CCCCCC)CCCCCCCC)s%12)c%11s%10)ccc9cc8C7=C(C#N)C#N)sc6c5n(CC(CCCCCCCC)CCCCCCCCCC)c4c3n(CC(CCCCCCCC)CCCCCCCCCC)c21,532.70447,20.136967,706.298,18.972544,-0.09980954,0.014918729,404.03088,20.754461,514.3535,20.835676,0.42924628,0.19385262,594.88446,6.7120056,680.4657,12.016021,0.12732291,0.045485493
CCCCCCCCCCCc1c(/C=C2\C(=O)c3cc4ccccc4cc3C2=C(C#N)C#N)sc2c1sc1c3c4nsnc4c4c5sc6c(CCCCCCCCCCC)c(/C=C7\C(=O)c8cc9ccccc9cc8C7=C(C#N)C#N)sc6c5n(CC(CC)CCCC)c4c3n(CC(CC)CCCC)c21,574.10956,20.182085,711.7285,28.01524,-0.10707228,0.060848147,377.88855,14.891931,507.2059,12.107094,0.32766002,0.16465071,611.3585,11.383664,678.24524,10.173455,0.12957485,0.066467375
CCCCCCCCCCCc1c(/C=C2\C(=O)c3ccc(Br)cc3C2=C(C#N)C#N)sc2c1sc1c3c4nsnc4c4c5sc6c(CCCCCCCCCCC)c(/C=C7\C(=O)c8ccc(Br)cc8C7=C(C#N)C#N)sc6c5n(CC(CC)CCCC)c4c3n(CC(CC)CCCC)c21,555.79486,14.788678,701.928,27.055185,-0.10238173,0.0669703,374.4083,34.81803,516.4251,11.092112,0.31155673,0.18232132,589.29456,13.028606,657.97235,9.897944,0.17924835,0.070905216
CCCCCCCCCCCc1c(/C=C2\C(=O)c3ccc(Cl)cc3C2=C(C#N)C#N)sc2c1sc1c3c4nsnc4c4c5sc6c(CCCCCCCCCCC)c(/C=C7\C(=O)c8cc(Cl)c(Cl)cc8C7=C(C#N)C#N)sc6c5n(CC(CC)CCCC)c4c3n(CC(CC)CCCC)c21,547.04205,15.519859,689.9215,27.105232,-0.079276875,0.063885614,377.9082,33.407623,519.2801,27.106438,0.34835124,0.18055515,593.06866,12.526667,663.54553,11.199483,0.17532039,0.07932024
CCCCCCCCCCCc1c(/C=C2\C(=O)c3ccc(Cl)cc3C2=C(C#N)C#N)sc2c1sc1c3c4nsnc4c4c5sc6c(CCCCCCCCCCC)c(/C=C7\C(=O)c8cc(F)c(F)cc8C7=C(C#N)C#N)sc6c5n(CC(CC)CCCC)c4c3n(CC(CC)CCCC)c21,549.87384,13.965504,695.64124,26.658262,-0.078904465,0.06449311,373.90964,33.264755,517.3892,12.667351,0.34467724,0.16619739,586.59436,10.835684,658.81757,9.670198,0.18782124,0.07132895
CCCCCCCCCCCc1c(/C=C2\C(=O)c3ccc(Cl)cc3C2=C(C#N)C#N)sc2c1sc1c3c4nsnc4c4c5sc6c(CCCCCCCCCCC)c(/C=C7\C(=O)c8ccc(Cl)cc8C7=C(C#N)C#N)sc6c5n(CC(CC)CCCC)c4c3n(CC(CC)CCCC)c21,549.7384,14.528314,696.9564,27.041496,-0.081167,0.06447832,375.72342,31.267752,517.1613,24.930239,0.34397066,0.17162488,590.95374,11.077585,662.4537,10.276407,0.18325943,0.07337171
CCCCCCCCCCCc1c(/C=C2\C(=O)c3ccccc3C2=C(C#N)C#N)sc2c1sc1c3c4nn(CC(CC)CCCC)nc4c4c5sc6c(CCCCCCCCCCC)c(/C=C7\C(=O)c8ccccc8C7=C(C#N)C#N)sc6c5n(CC(CC)CCCC)c4c3n(CC(CC)CCCC)c21,524.8247,7.8356333,664.7751,18.912855,-0.027707,0.04847018,371.282,23.116152,521.67664,23.799906,0.33595538,0.13458404,565.92914,14.026437,638.58093,14.789731,0.17458196,0.03956792
CCCCCCCCCCCc1c(/C=C2\C(=O)c3ccccc3C2=C(C#N)C#N)sc2c1sc1c3c4nsnc4c4c5sc6c(CCCCCCCCCCC)c(/C=C7/C(=O)c8cc(-c9cc%10sccc%10s9)ccc8C7=C(C#N)C#N)sc6c5n(CC(CCCCCCCC)CCCCCCCCCC)c4c3n(CC(CCCCCCCC)CCCCCCCCCC)c21,548.7606,15.101032,728.8407,23.255714,-0.09546085,0.031962752,391.36368,7.654315,505.43204,18.888819,0.3967788,0.18183088,605.5266,7.434208,689.45764,9.418192,0.13559334,0.05440631
CCCCCCCCCCCc1c(/C=C2\C(=O)c3ccccc3C2=C(C#N)C#N)sc2c1sc1c3c4nsnc4c4c5sc6c(CCCCCCCCCCC)c(/C=C7/C(=O)c8cc(-c9ccc(-c%10ccc%11c(c%10)C(=O)/C(=C\c%10sc%12c(sc%13c%14c%15nsnc%15c%15c%16sc%17c(CCCCCCCCCCC)c(/C=C%18/C(=O)c%19cc(-c%20sc(CCCCCCc%21cc(Cl)cs%21)cc%20Cl)ccc%19C%18=C(C#N)C#N)sc%17c%16n(CC(CCCCCCCC)CCCCCCCCCC)c%15c%14n(CC(CCCCCCCC)CCCCCCCCCC)c%12%13)c%10CCCCCCCCCCC)C%11=C(C#N)C#N)s9)ccc8C7=C(C#N)C#N)sc6c5n(CC(CCCCCCCC)CCCCCCCCCC)c4c3n(CC(CCCCCCCC)CCCCCCCCCC)c21,544.52277,14.406,726.1744,21.995419,-0.08983186,0.029703721,393.5353,4.683221,511.4315,18.600506,0.4043794,0.19327547,621.7209,7.7031093,707.37634,10.161303,0.10216637,0.035805475
CCCCCCCCCCCc1c(/C=C2\C(=O)c3ccccc3C2=C(C#N)C#N)sc2c1sc1c3c4nsnc4c4c5sc6c(CCCCCCCCCCC)c(/C=C7/C(=O)c8cc(-c9ccc(-c%10ccc(CCCCCCc%11ccc(-c%12cccs%12)s%11)s%10)s9)ccc8C7=C(C#N)C#N)sc6c5n(CC(CCCCCCCC)CCCCCCCCCC)c4c3n(CC(CCCCCCCC)CCCCCCCCCC)c21,526.9356,16.452696,714.2008,19.625645,-0.0576986,0.0205698,394.46802,5.780492,503.61084,23.505846,0.41198477,0.1652063,588.4198,7.706063,675.83264,8.976317,0.14848326,0.034323122
CCCCCCCCCCCc1c(/C=C2\C(=O)c3ccccc3C2=C(C#N)C#N)sc2c1sc1c3c4nsnc4c4c5sc6c(CCCCCCCCCCC)c(/C=C7/C(=O)c8cc(-c9ccc(-c%10sc(CCCCCCc%11cc(Cl)c(-c%12cccs%12)s%11)cc%10Cl)s9)ccc8C7=C(C#N)C#N)sc6c5n(CC(CCCCCCCC)CCCCCCCCCC)c4c3n(CC(CCCCCCCC)CCCCCCCCCC)c21,520.08923,13.966568,701.1003,20.064404,-0.04462735,0.022618229,397.06516,11.644172,511.84677,28.463974,0.4122707,0.18373987,585.3396,7.5921683,673.0303,7.4653487,0.12710738,0.026403379
CCCCCCCCCCCc1c(/C=C2\C(=O)c3ccccc3C2=C(C#N)C#N)sc2c1sc1c3c4nsnc4c4c5sc6c(CCCCCCCCCCC)c(/C=C7/C(=O)c8cc(-c9cccs9)ccc8C7=C(C#N)C#N)sc6c5n(CC(CCCCCCCC)CCCCCCCCCC)c4c3n(CC(CCCCCCCC)CCCCCCCCCC)c21,549.6622,14.755617,730.4073,21.7934,-0.09094344,0.030598555,394.5526,4.860977,505.59546,17.445309,0.40352973,0.1948857,609.0609,8.094694,694.28503,11.561128,0.13474007,0.04454996
CCCCCCCCCCCc1c(/C=C2\C(=O)c3ccccc3C2=C(C#N)C#N)sc2c1sc1c3c4nsnc4c4c5sc6c(CCCCCCCCCCC)c(/C=C7\C(=O)c8cc(-c9cc%10c(-c%11cc(CCCCCC)c(CC(CC)CCCC)s%11)c%11sccc%11c(-c%11cc(CCCCCC)c(CC(CC)CCCC)s%11)c%10s9)ccc8C7=C(C#N)C#N)sc6c5n(CC(CC)CCCC)c4c3n(CC(CC)CCCC)c21,531.0153,13.498748,692.8254,21.79197,-0.061520975,0.033317897,361.73373,21.314491,504.6346,16.83981,0.38508892,0.12152204,588.7146,8.540836,669.9863,10.156261,0.15044196,0.047301166
CCCCCCCCCCCc1c(/C=C2\C(=O)c3ccccc3C2=C(C#N)C#N)sc2c1sc1c3c4nsnc4c4c5sc6c(CCCCCCCCCCC)c(/C=C7\C(=O)c8cc(-c9cc%10c(-c%11cc(Cl)c(CC(CC)CCCC)s%11)c%11sccc%11c(-c%11cc(Cl)c(CC(CC)CCCC)s%11)c%10s9)ccc8C7=C(C#N)C#N)sc6c5n(CC(CCCCCCCC)CCCCCCCCCC)c4c3n(CC(CCCCCCCC)CCCCCCCCCC)c21,523.282,13.844577,693.7761,20.093395,-0.07325915,0.025904538,390.15332,8.440576,515.6701,17.140678,0.42536643,0.18227932,588.2991,9.919959,674.6741,11.329615,0.129962,0.04440823
CCCCCCCCCCCc1c(/C=C2\C(=O)c3ccccc3C2=C(C#N)C#N)sc2c1sc1c3c4nsnc4c4c5sc6c(CCCCCCCCCCC)c(/C=C7\C(=O)c8cc(-c9cc%10c(-c%11ccc(CC(CC)CCCC)s%11)c%11sccc%11c(-c%11ccc(CC(CC)CCCC)s%11)c%10s9)ccc8C7=C(C#N)C#N)sc6c5n(CC(CCCC)CCCCCC)c4c3n(CC(CCCC)CCCCCC)c21,537.47015,15.921601,699.63806,19.77525,-0.06592934,0.03253663,371.77612,20.77219,506.01514,16.245728,0.3950107,0.13617492,590.5395,11.540756,671.1031,11.940876,0.1563844,0.045734406
CCCCCCCCCCCc1c(/C=C2\C(=O)c3ccccc3C2=C(C#N)C#N)sc2c1sc1c3c4nsnc4c4c5sc6c(CCCCCCCCCCC)c(/C=C7\C(=O)c8cc(-c9cc%10c(=O)n(CC(CCCCCC)CCCCCCCC)c(=O)c%11ccsc%11c%10s9)ccc8C7=C(C#N)C#N)sc6c5n(CC(CCCCCCCC)CCCCCCCCCC)c4c3n(CC(CCCCCCCC)CCCCCCCCCC)c21,525.7132,13.002988,703.65466,18.082548,-0.06923162,0.018368246,396.9833,7.603735,514.5175,14.502256,0.40348664,0.19098444,573.38727,6.434894,657.8641,9.492189,0.17455074,0.031445175
CCCCCCCCCCCc1c(/C=C2\C(=O)c3ccccc3C2=C(C#N)C#N)sc2c1sc1c3c4nsnc4c4c5sc6c(CCCCCCCCCCC)c(/C=C7\C(=O)c8cc(-c9cc(CC(CC)CCCC)c(-c%10nc%11sc(-c%12sccc%12CC(CC)CCCC)nc%11s%10)s9)ccc8C7=C(C#N)C#N)sc6c5n(CC(CCCCCCCC)CCCCCCCCCC)c4c3n(CC(CCCCCCCC)CCCCCCCCCC)c21,531.30743,15.309173,714.6212,20.47836,-0.07519853,0.027055388,389.18814,12.825736,507.60193,20.589602,0.43772504,0.17085423,580.96747,8.530619,660.8498,11.66561,0.2007105,0.028235994
CCCCCCCCCCCc1c(/C=C2\C(=O)c3ccccc3C2=C(C#N)C#N)sc2c1sc1c3c4nsnc4c4c5sc6c(CCCCCCCCCCC)c(/C=C7\C(=O)c8cc(-c9cc(F)c(-c%10sccc%10F)s9)ccc8C7=C(C#N)C#N)sc6c5n(CC(CCCCCCCC)CCCCCCCCCC)c4c3n(CC(CCCCCCCC)CCCCCCCCCC)c21,534.15894,14.663443,710.8321,22.882488,-0.057406284,0.028239813,394.47202,9.381855,510.28482,13.592787,0.4075763,0.19665809,582.12714,11.883329,669.5675,13.005594,0.13905083,0.03633411
CCCCCCCCCCCc1c(/C=C2\C(=O)c3ccccc3C2=C(C#N)C#N)sc2c1sc1c3c4nsnc4c4c5sc6c(CCCCCCCCCCC)c(/C=C7\C(=O)c8cc(-c9ccc(-c%10c(F)c(F)c(-c%11cccs%11)c%11nn(CC(CCCCCC)CCCCCCCC)nc%10%11)s9)ccc8C7=C(C#N)C#N)sc6c5n(CC(CCCCCCCC)CCCCCCCCCC)c4c3n(CC(CCCCCCCC)CCCCCCCCCC)c21,519.1873,14.583928,701.9453,19.120111,-0.050846476,0.016835324,398.20474,5.629491,507.61575,14.090863,0.41336814,0.21190383,570.27234,12.49576,665.4005,9.660693,0.14591159,0.019048909
CCCCCCCCCCCc1c(/C=C2\C(=O)c3ccccc3C2=C(C#N)C#N)sc2c1sc1c3c4nsnc4c4c5sc6c(CCCCCCCCCCC)c(/C=C7\C(=O)c8cc(-c9ccc(-c%10ccc%11c(c%10)C(=C(C#N)C#N)/C(=C/c%10sc%12c(sc%13c%14c%15nsnc%15c%15c%16sc%17c(CCCCCCCCCCC)c(/C=C%18\C(=O)c%19ccc(-c%20cccs%20)cc%19C%18=C(C#N)C#N)sc%17c%16n(CC(CCCCCCCC)CCCCCCCCCC)c%15c%14n(CC(CCCCCCCC)CCCCCCCCCC)c%12%13)c%10CCCCCCCCCCC)C%11=O)s9)ccc8C7=C(C#N)C#N)sc6c5n(CC(CCCCCCCC)CCCCCCCCCC)c4c3n(CC(CCCCCCCC)CCCCCCCCCC)c21,552.1279,17.285694,734.6225,23.476183,-0.09255948,0.029994873,393.96573,7.032431,505.01746,16.721453,0.41033515,0.1970779,609.9221,8.6216345,695.37366,11.67594,0.122449316,0.04157127
CCCCCCCCCCCc1c(/C=C2\C(=O)c3ccccc3C2=C(C#N)C#N)sc2c1sc1c3c4nsnc4c4c5sc6c(CCCCCCCCCCC)c(/C=C7\C(=O)c8cc(-c9ccc(-c%10cccs%10)s9)ccc8C7=C(C#N)C#N)sc6c5n(CC(CCCCCCCC)CCCCCCCCCC)c4c3n(CC(CCCCCCCC)CCCCCCCCCC)c21,540.3721,16.930012,722.5635,23.597858,-0.07275854,0.025816096,395.93704,7.436106,504.42325,20.405422,0.41480997,0.19290455,590.39856,9.22275,676.8115,10.208696,0.1461302,0.041621443
CCCCCCCCCCCc1c(/C=C2\C(=O)c3ccccc3C2=C(C#N)C#N)sc2c1sc1c3c4nsnc4c4c5sc6c(CCCCCCCCCCC)c(/C=C7\C(=O)c8cc(-c9ccc(CCCCCCCCc%10ccc(-c%11ccc%12c(c%11)C(=O)/C(=C\c%11sc%13c(sc%14c%15c%16nsnc%16c%16c%17sc%18c(CCCCCCCCCCC)c(/C=C%19\C(=O)c%20cc(-c%21cc%22c(-c%23cc(Cl)c(CC(CC)CCCC)s%23)c%23sccc%23c(-c%23cc(Cl)c(CC(CC)CCCC)s%23)c%22s%21)ccc%20C%19=C(C#N)C#N)sc%18c%17n(CC(CCCCCCCC)CCCCCCCCCC)c%16c%15n(CC(CCCCCCCC)CCCCCCCCCC)c%13%14)c%11CCCCCCCCCCC)C%12=C(C#N)C#N)s%10)s9)ccc8C7=C(C#N)C#N)sc6c5n(CC(CCCCCCCC)CCCCCCCCCC)c4c3n(CC(CCCCCCCC)CCCCCCCCCC)c21,530.557,15.164296,710.3506,20.782038,-0.079711914,0.023502817,391.94604,4.5837617,510.77164,16.7727,0.42109337,0.18384846,598.5332,9.654577,685.9097,11.893964,0.12442825,0.032899626
CCCCCCCCCCCc1c(/C=C2\C(=O)c3ccccc3C2=C(C#N)C#N)sc2c1sc1c3c4nsnc4c4c5sc6c(CCCCCCCCCCC)c(/C=C7\C(=O)c8cc(-c9ccc(CCCCCCCCc%10cccs%10)s9)ccc8C7=C(C#N)C#N)sc6c5n(CC(CCCCCCCC)CCCCCCCCCC)c4c3n(CC(CCCCCCCC)CCCCCCCCCC)c21,524.81067,15.050609,712.5457,21.414923,-0.06910561,0.018083971,399.0461,5.6918116,504.65256,20.148857,0.41613325,0.20033593,585.73035,5.886395,674.5046,10.74279,0.16020623,0.026612354
CCCCCCCCCCCc1c(/C=C2\C(=O)c3ccccc3C2=C(C#N)C#N)sc2c1sc1c3c4nsnc4c4c5sc6c(CCCCCCCCCCC)c(/C=C7\C(=O)c8cc(-c9cccs9)ccc8C7=C(C#N)C#N)sc6c5n(CC(CCCCCCCC)CCCCCCCCCC)c4c3n(CC(CCCCCCCC)CCCCCCCCCC)c21,543.6259,15.884539,724.62177,23.23261,-0.08161111,0.027201159,396.71347,6.2826276,504.8779,18.239246,0.41138425,0.2048047,592.0636,9.060638,678.14874,12.018855,0.15015605,0.041476388
CCCCCCCCCCCc1c(/C=C2\C(=O)c3ccccc3C2=C(C#N)C#N)sc2c1sc1c3c4nsnc4c4c5sc6c(CCCCCCCCCCC)c(/C=C7\C(=O)c8cc(-c9sc(-c%10ccc(-c%11cc(CCCCCC)cs%11)c%11nsnc%10%11)cc9CCCCCC)ccc8C7=C(C#N)C#N)sc6c5n(CC(CCCCCCCC)CCCCCCCCCC)c4c3n(CC(CCCCCCCC)CCCCCCCCCC)c21,528.6698,15.891704,728.15155,23.220615,-0.07402757,0.020937087,385.8613,5.231309,492.34497,20.934172,0.4149363,0.1662611,590.5502,7.987471,687.5803,9.897734,0.14455864,0.04399197
CCCCCCCCCCCc1c(/C=C2\C(=O)c3ccccc3C2=C(C#N)C#N)sc2c1sc1c3c4nsnc4c4c5sc6c(CCCCCCCCCCC)c(/C=C7\C(=O)c8cc(-c9sc(-c%10cnc(-c%11cc(CC(CC)CCCC)cs%11)cn%10)cc9CC(CC)CCCC)ccc8C7=C(C#N)C#N)sc6c5n(CC(CCCCCCCC)CCCCCCCCCC)c4c3n(CC(CCCCCCCC)CCCCCCCCCC)c21,521.5733,15.620064,701.9892,20.029032,-0.06768809,0.022297407,390.72128,3.9519303,512.1225,16.171946,0.43776402,0.14813256,582.8257,9.746566,666.5007,11.915792,0.17789713,0.045525927
CCCCCCCCCCCc1c(/C=C2\C(=O)c3ccccc3C2=C(C#N)C#N)sc2c1sc1c3c4nsnc4c4c5sc6c(CCCCCCCCCCC)c(/C=C7\C(=O)c8cc(-c9sc(-c%10nc%11sc(-c%12cc(CC(CC)CCCC)cs%12)nc%11s%10)cc9CC(CC)CCCC)ccc8C7=C(C#N)C#N)sc6c5n(CC(CCCCCCCC)CCCCCCCCCC)c4c3n(CC(CCCCCCCC)CCCCCCCCCC)c21,529.19684,15.610083,711.1754,21.350752,-0.07871839,0.02605296,389.34653,11.51106,507.6194,19.542484,0.44134164,0.16924743,577.9323,9.920094,658.7196,11.680598,0.21192734,0.031248687
CCCCCCCCCCCc1c(/C=C2\C(=O)c3ccccc3C2=C(C#N)C#N)sc2c1sc1c3c4nsnc4c4c5sc6c(CCCCCCCCCCC)c(/C=C7\C(=O)c8cc(-c9scc(F)c9F)ccc8C7=C(C#N)C#N)sc6c5n(CC(CCCCCCCC)CCCCCCCCCC)c4c3n(CC(CCCCCCCC)CCCCCCCCCC)c21,535.432,13.56534,711.3717,22.993748,-0.06694323,0.02957876,395.9493,5.8145537,511.31967,10.405468,0.40079343,0.2140507,585.305,9.448228,672.66376,12.42472,0.14523287,0.04494546
CCCCCCCCCCCc1c(/C=C2\C(=O)c3ccccc3C2=C(C#N)C#N)sc2c1sc1c3c4nsnc4c4c5sc6c(CCCCCCCCCCC)c(/C=C7\C(=O)c8ccc(-c9cc%10c(-c%11cc(CCCCCC)c(CC(CC)CCCCCC)s%11)c%11sccc%11c(-c%11cc(CCCCCC)c(CC(CC)CCCCCC)s%11)c%10s9)cc8C7=C(C#N)C#N)sc6c5n(CC(CCCC)CCCCCC)c4c3n(CC(CCCC)CCCCCC)c21,528.9631,14.079954,703.03625,18.532112,-0.076194234,0.026017968,373.5143,9.592072,505.58432,17.834497,0.40552297,0.1359271,584.6878,8.484609,669.32684,9.970454,0.14907117,0.043552663
CCCCCCCCCCCc1c(/C=C2\C(=O)c3ccccc3C2=C(C#N)C#N)sc2c1sc1c3c4nsnc4c4c5sc6c(CCCCCCCCCCC)c(/C=C7\C(=O)c8ccc(-c9cccs9)cc8C7=C(C#N)C#N)sc6c5n(CC(CCCCCCCC)CCCCCCCCCC)c4c3n(CC(CCCCCCCC)CCCCCCCCCC)c21,544.1094,15.877115,724.9359,22.973541,-0.080958076,0.028033854,396.89197,6.3972864,504.7714,18.554306,0.41042495,0.20491643,590.52893,7.164564,675.88135,10.9319,0.15313253,0.039051894
CCCCCCCCCCCc1c(/C=C2\C(=O)c3ccccc3C2=C(C#N)C#N)sc2c1sc1c3c4nsnc4c4c5sc6c(CCCCCCCCCCC)c(/C=C7\C(=O)c8ccccc8C7=C(C#N)C#N)sc6c5n(CC(CC)CCCC)c4c3n(CC(CC)CCCC)c21,552.3778,12.359976,706.0315,28.623135,-0.079555616,0.062408935,371.54044,25.586363,503.81372,26.382751,0.33170316,0.16264823,588.62146,9.735558,662.97296,8.174002,0.18483475,0.060730394
CCCCCCCCCCCc1c(/C=C2\C(=O)c3ccccc3C2=C(C#N)C#N)sc2c1sc1c3c4nsnc4c4c5sc6c(CCCCCCCCCCC)c(/C=C7\C(=O)c8ccccc8C7=C(C#N)C#N)sc6c5n(CC(CC)CCCC)c4c3n(CC(CC)CCCC)c21.CCl.CCl,539.1435,10.929967,682.3001,26.116686,-0.040905118,0.059994314,370.56055,23.12829,506.88724,30.00038,0.35187384,0.16876873,573.4451,7.9448276,649.39514,6.5402355,0.20220213,0.053077362
CCCCCCCCCCCc1c(/C=C2\C(=O)c3ccccc3C2=C(C#N)C#N)sc2c1sc1c3c4nsnc4c4c5sc6c(CCCCCCCCCCC)c(C/C=C7/C(=O)c8cc(-c9ccc(-c%10c(F)c(F)c(-c%11cccs%11)c%11nn(CC(CC)CCCC)nc%10%11)s9)ccc8C7=C(C#N)C#N)sc6c5n(CC(CCCCCCCC)CCCCCCCCCC)c4c3n(CC(CCCCCCCC)CCCCCCCCCC)c21,511.58902,11.801581,685.8673,18.202894,-0.03249485,0.022739895,390.9707,13.531273,508.57095,19.876976,0.3966248,0.18985434,553.186,7.3471146,648.82404,5.0536427,0.15307811,0.024328817
CCCCCCCCCCCc1c(/C=C2\C(=O)c3ccccc3C2=C(C#N)C#N)sc2c1sc1c3c4nsnc4c4c5sc6c(CCCCCCCCCCC)c(C/C=C7/C(=O)c8cc(-c9ccc(C%10=C%11C(=O)N(CC(CCCC)CCCCCC)C(c%12cccs%12)=C%11C(=O)N%10CC(CCCC)CCCCCC)s9)ccc8C7=C(C#N)C#N)sc6c5n(CC(CCCCCCCC)CCCCCCCCCC)c4c3n(CC(CCCCCCCC)CCCCCCCCCC)c21,531.86707,11.948996,705.54767,14.273007,-0.051801562,0.015969535,395.6665,12.435192,525.3349,10.964396,0.45009485,0.2063885,592.618,7.505142,676.15436,11.109139,0.18968832,0.03319234
CCCCCCCCCCCc1c(/C=C2\C(=O)c3ccccc3C2=C(C#N)C#N)sc2cc(-c3ccc4c(c3)C(c3ccc(CCCCCC)cc3)(c3ccc(CCCCCC)cc3)c3c-4sc4c(CCCCCCCCCCC)c(/C=C5\C(=O)c6ccccc6C5=C(C#N)C#N)sc34)sc12,502.57675,6.7430997,648.6031,9.207675,0.0768862,0.013288578,383.0723,15.027986,520.02057,20.683088,0.29971445,0.07504005,565.38837,14.015477,649.25995,24.107525,0.13244618,0.036852237
CCCCCCCCCCCc1c(/C=C2\C(=O)c3cscc3C2=C(C#N)C#N)sc2c1sc1c3c4nsnc4c4c5sc6c(CCCCCCCCCCC)c(/C=C7\C(=O)c8cscc8C7=C(C#N)C#N)sc6c5n(CC(CC)CCCC)c4c3n(CC(CC)CCCC)c21,555.3471,16.223642,709.6505,30.911139,-0.12241139,0.07426397,366.37378,35.82852,487.47513,26.735392,0.3532578,0.16777995,596.2206,13.477764,662.67615,8.57948,0.18665147,0.046242267
CCCCCCCCCCCc1c(/C=C2\C(=O)c3cscc3C2=C(C#N)C#N)sc2cc(-c3ccc4c(c3)C(c3ccc(CCCCCC)cc3)(c3ccc(CCCCCC)cc3)c3c-4sc4c(CCCCCCCCCCC)c(/C=C5\C(=O)c6cscc6C5=C(C#N)C#N)sc34)sc12,511.34424,10.822863,657.549,10.195419,0.033238288,0.02686982,377.38803,7.9121346,507.45004,26.23014,0.3166913,0.09556419,573.58826,26.26732,650.9919,28.987265,0.1256552,0.03164429
CCCCCCCCCCCc1c(/C=C2\C(=O)c3sccc3C2=C(C#N)C#N)sc2c1sc1c3c4nsnc4c4c5sc6c(CCCCCCCCCCC)c(/C=C7\C(=O)c8sc(-c9cccs9)cc8C7=C(C#N)C#N)sc6c5n(CC(CCCCCCCC)CCCCCCCCCC)c4c3n(CC(CCCCCCCC)CCCCCCCCCC)c21,563.46606,18.19271,746.3682,24.892876,-0.10352667,0.0324426,393.1168,8.8525915,498.89267,31.531517,0.42007717,0.2196397,607.04297,8.017988,687.39484,11.033716,0.13301703,0.046789836
CCCCCCCCCCCc1c(/C=c2/sc(=C(C#N)C#N)n(CC)c2=O)sc2c1sc1c3c4nsnc4c4c5sc6c(CCCCCCCCCCC)c(/C=c7/sc(=C(C#N)C#N)n(CC)c7=O)sc6c5n(CC(CC)CCCC)c4c3n(CC(CC)CCCC)c21,500.58823,14.809642,663.3534,31.61992,-0.027258724,0.050303265,374.20688,67.95321,495.10233,31.363356,0.37078667,0.1738048,574.9303,18.629412,652.4141,16.249697,0.16501625,0.060207266
