scope,seed,score,initial_source_spearman,source_weight,first_hit_rank,first_hit_fraction,top10_recall_top5,top10_enrichment,score_outcome_spearman,ensemble_spread_absolute_error_spearman,ensemble_spread_outcome_spearman,target_mean_outcome_spearman,mean_absolute_error
hard_ood_40pct,49,target_mean_novelty_rank_fusion,0.6595310510487661,,31.0,0.7045454545454546,0.0,0.0,0.24951504051999415,0.21937641177608883,-0.4313822461979996,0.36143982501620797,2.729240213843075
official_test,50,target_mean,0.34363782317247693,,19.0,0.17272727272727273,0.0,0.0,0.3577899382097429,0.6228965717512626,-0.11771814744162969,0.3577899382097429,3.5750095846144108
official_test,50,ucb_beta_0.25,0.34363782317247693,,21.0,0.19090909090909092,0.0,0.0,0.35780346592146917,0.6228965717512626,-0.11771814744162969,0.3577899382097429,3.5750095846144108
official_test,50,ucb_beta_0.5,0.34363782317247693,,23.0,0.20909090909090908,0.0,0.0,0.3644681185652571,0.6228965717512626,-0.11771814744162969,0.3577899382097429,3.5750095846144108
official_test,50,ucb_beta_1,0.34363782317247693,,35.0,0.3181818181818182,0.0,0.0,0.3599002612390344,0.6228965717512626,-0.11771814744162969,0.3577899382097429,3.5750095846144108
official_test,50,ucb_beta_2,0.34363782317247693,,27.0,0.24545454545454545,0.0,0.0,0.32614411124485526,0.6228965717512626,-0.11771814744162969,0.3577899382097429,3.5750095846144108
official_test,50,ensemble_spread_only,0.34363782317247693,,46.0,0.41818181818181815,0.0,0.0,-0.11771814744162969,0.6228965717512626,-0.11771814744162969,0.3577899382097429,3.5750095846144108
official_test,50,composition_novelty_only,0.34363782317247693,,15.0,0.13636363636363635,0.0,0.0,-0.17584315725954328,0.6228965717512626,-0.11771814744162969,0.3577899382097429,3.5750095846144108
official_test,50,thermoelectric_prior_high,0.34363782317247693,,3.0,0.02727272727272727,0.16666666666666666,1.6666666666666665,0.1305234985252219,0.6228965717512626,-0.11771814744162969,0.3577899382097429,3.5750095846144108
official_test,50,thermoelectric_prior_low,0.34363782317247693,,78.0,0.7090909090909091,0.0,0.0,-0.1305234985252219,0.6228965717512626,-0.11771814744162969,0.3577899382097429,3.5750095846144108
official_test,50,equal_positive_rank_fusion,0.34363782317247693,,7.0,0.06363636363636363,0.16666666666666666,1.6666666666666665,0.38317152673742777,0.6228965717512626,-0.11771814744162969,0.3577899382097429,3.5750095846144108
official_test,50,credibility_weighted_signed_rank_fusion,0.34363782317247693,0.34363782317247693,4.0,0.03636363636363636,0.16666666666666666,1.6666666666666665,0.35093486928661083,0.6228965717512626,-0.11771814744162969,0.3577899382097429,3.5750095846144108
official_test,50,target_mean_novelty_rank_fusion,0.34363782317247693,,6.0,0.05454545454545454,0.16666666666666666,1.6666666666666665,0.2805252576347872,0.6228965717512626,-0.11771814744162969,0.3577899382097429,3.5750095846144108
hard_ood_40pct,50,target_mean,0.34363782317247693,,3.0,0.06818181818181818,0.3333333333333333,2.933333333333333,0.34262545661326227,0.4587841480918962,-0.3028230348769328,0.34262545661326227,3.240182971694546
hard_ood_40pct,50,ucb_beta_0.25,0.34363782317247693,,3.0,0.06818181818181818,0.3333333333333333,2.933333333333333,0.30733962174062973,0.4587841480918962,-0.3028230348769328,0.34262545661326227,3.240182971694546
