composition_key,band_gap,band_gap_q25,band_gap_q75,n_dois,n_extractions,element_system,formula_name,band_gap_iqr
C:0.46153846|H:0.46153846|O:0.07692308,1.935,1.6175,2.2525,2,2,C-H-O,phenol,0.635
C:0.46153846|N:0.53846154,1.9,1.9,1.9,1,7,C-N,C6N7,0.0
C:0.46666667|H:0.46666667|O:0.06666667,2.25,2.25,2.25,2,2,C-H-O,o-CH3OC6H4,0.0
C:0.46666667|H:0.53333333,2.057,1.42,2.7,5,5,C-H,toluene,1.2800000000000002
C:0.47368421|H:0.31578947|N:0.21052632,2.76,2.76,2.76,1,1,C-H-N,C6H6 / g-C3N4,0.0
C:0.47619048|F:0.47619048|Fe:0.04761905,0.92,0.92,0.92,1,1,C-F-Fe,FeC10F10,0.0
C:0.50000000|Ca:0.50000000,1.0,1.0,1.0,1,1,C-Ca,CaC,0.0
C:0.50000000|Co:0.50000000,1.22,1.22,1.22,1,1,C-Co,α-CoC,0.0
C:0.50000000|Fe:0.25000000|N:0.25000000,2.96,2.96,2.96,1,1,C-Fe-N,CNC-Fe,0.0
C:0.50000000|Ge:0.12500000|Si:0.37500000,2.45,2.45,2.45,1,1,C-Ge-Si,Si0.75Ge0.25C,0.0
C:0.50000000|Ge:0.25000000|H:0.25000000,0.23,0.23,0.23,1,1,C-Ge-H,GeC2H,0.0
C:0.50000000|Ge:0.50000000,2.105,2.07,2.555,10,14,C-Ge,GeC,0.4850000000000003
C:0.50000000|H:0.25000000|O:0.25000000,0.861,0.861,0.861,1,1,C-H-O,OH–C2,0.0
C:0.50000000|H:0.35714286|O:0.14285714,3.5,3.5,3.5,1,1,C-H-O,C6H5CO2˙ / C6H5CO2−,0.0
C:0.50000000|H:0.37500000|N:0.12500000,2.7,2.3,3.0,9,9,C-H-N,Polypyrrole,0.7000000000000002
C:0.50000000|H:0.50000000,3.5,2.625,4.0,3,3,C-H,C2H2,1.375
C:0.50000000|I:0.25000000|S:0.25000000,2.0,2.0,2.0,1,1,C-I-S,CICS,0.0
C:0.50000000|N:0.50000000,2.7,2.23,2.95,29,33,C-N,CN-160,0.7200000000000002
C:0.50000000|O:0.50000000,2.785,2.22,2.9225000000000003,4,7,C-O,furan-CO,0.7025000000000001
C:0.50000000|P:0.50000000,3.1449999999999996,1.1437499999999998,3.7325,6,6,C-P,PCz,2.58875
C:0.50000000|S:0.50000000,2.5,2.3,2.7,2,2,C-S,CS-0,0.40000000000000036
C:0.50000000|Si:0.50000000,2.403,2.26,3.0,105,123,C-Si,SiC,0.7400000000000002
C:0.50000000|Sn:0.50000000,2.265,2.1825,2.3475,2,4,C-Sn,SnC,0.16500000000000004
C:0.50000000|Ti:0.50000000,0.4,0.4,0.4,1,1,C-Ti,TiC,0.0
C:0.50000000|W:0.50000000,0.4,0.4,0.4,1,1,C-W,WC-GGA+USIC,0.0
C:0.55172414|H:0.31034483|N:0.13793103,4.2,4.2,4.2,1,1,C-H-N,phthalocyanine,0.0
C:0.57142857|N:0.42857143,2.1950000000000003,2.1950000000000003,2.1950000000000003,1,1,C-N,[C(CN)3],0.0
C:0.60000000|H:0.40000000,0.6,0.6,0.6,1,1,C-H,C6H4,0.0
C:0.60000000|I:0.20000000|N:0.20000000,3.83,3.83,3.83,1,1,C-I-N,NIC1–NIC5,0.0
C:0.61538462|H:0.38461538,1.55,1.3599999999999999,2.325,3,4,C-H,pyrene,0.9650000000000003
C:0.62500000|H:0.37500000,0.355,0.355,0.355,1,1,C-H,C30H18,0.0
C:0.62790698|H:0.27906977|N:0.09302326,1.92,1.92,1.92,1,3,C-H-N,C24H12 / g-C3N4,0.0
C:0.63157895|I:0.31578947|Pb:0.05263158,2.355,2.355,2.355,1,2,C-I-Pb,(IC6)2[PbI4],0.0
C:0.66666667|Fe:0.33333333,1.62,1.62,1.62,1,1,C-Fe,FeC2,0.0
C:0.66666667|H:0.33333333,2.515,2.515,2.515,1,2,C-H,C24H12,0.0
C:0.66666667|N:0.33333333,1.8125,1.62,1.96,13,16,C-N,C2N,0.33999999999999986
C:0.66666667|O:0.33333333,3.502,3.502,3.502,1,1,C-O,C2O,0.0
C:0.66666667|P:0.33333333,3.525,3.1624999999999996,3.8875,2,2,C-P,CPC,0.7250000000000005
C:0.66666667|S:0.33333333,4.14,4.14,4.14,1,1,C-S,C24S12,0.0
C:0.66666667|Si:0.33333333,1.8405,1.38325,2.4250000000000003,4,4,C-Si,cubic 3C–SiC,1.0417500000000002
C:0.66666667|Xe:0.33333333,1.7600000000000002,1.7600000000000002,1.7600000000000002,1,2,C-Xe,XeC2,0.0
C:0.68055556|H:0.31944444,0.44,0.44,0.44,1,1,C-H,C98H46,0.0
C:0.70000000|Ge:0.30000000,1.81,1.81,1.81,1,1,C-Ge,C14Ge6,0.0
C:0.75000000|Ge:0.25000000,1.25,1.25,1.25,1,1,C-Ge,C15Ge5,0.0
C:0.75000000|N:0.25000000,2.72,2.045,2.72,3,3,C-N,C3N4+x,0.6750000000000003
C:0.76923077|Sc:0.23076923,0.62,0.62,0.62,1,1,C-Sc,Sc3C10,0.0
C:0.79166667|H:0.20000000|N:0.00833333,1.171,1.171,1.171,1,1,C-H-N,C95H24N,0.0
C:0.80000000|Cl:0.20000000,1.4,1.4,1.4,1,1,C-Cl,C4Cl,0.0
C:0.80000000|H:0.20000000,2.14,1.73,3.5,5,5,C-H,C4H,1.77
C:0.82051282|H:0.15384615|I:0.01282051|N:0.01282051,1.9,1.9,1.9,1,1,C-H-I-N,IC60BA,0.0
C:0.85714286|H:0.14285714,1.53,1.53,1.53,1,1,C-H,η5-C60H10,0.0
C:0.87500000|V:0.12500000,1.31,1.31,1.31,1,1,C-V,VC7,0.0
C:0.88888889|N:0.11111111,0.25,0.25,0.25,1,1,C-N,C8N9v1,0.0
C:0.89130435|F:0.02173913|N:0.06521739|O:0.02173913,2.36,2.36,2.36,1,1,C-F-N-O,g-C40N3-COF,0.0
C:0.90000000|N:0.10000000,1.14,1.14,1.14,1,1,C-N,C9N7v2,0.0
C:0.90909091|H:0.09090909,1.0,1.0,1.0,1,1,C-H,C200H20,0.0
C:0.92307692|Fe:0.07692308,2.62,2.62,2.62,1,1,C-Fe,FeC12,0.0
C:0.92307692|O:0.07692308,1.66,1.66,1.66,1,1,C-O,OC12,0.0
C:0.93023256|Er:0.03488372|I:0.02325581|N:0.01162791,1.38,1.38,1.38,1,1,C-Er-I-N,Er3N @ C80(II),0.0
C:0.94029851|N:0.05970149,2.81,2.79,2.83,2,3,C-N,C60 / g-C3N4,0.040000000000000036
C:0.95294118|I:0.01176471|Sc:0.02352941|U:0.01176471,1.31,1.31,1.31,1,1,C-I-Sc-U,Sc2UC @ Ih(7)-C80,0.0
C:0.95348837|Er:0.03488372|N:0.01162791,1.01,1.01,1.01,1,1,C-Er-N,Er3N @ C82,0.0
C:0.96470588|S:0.01176471|Sc:0.02352941,0.9450000000000001,0.9450000000000001,0.9450000000000001,1,2,C-S-Sc,Sc2S @ C82,0.0
C:0.98412698|V:0.01587302,1.58,1.58,1.58,1,2,C-V,VC62,0.0
C:0.99152542|V:0.00847458,1.62,1.62,1.62,1,1,C-V,VC117,0.0
C:1.00000000,2.0300000000000002,1.5,2.6,50,56,C,C60,1.1
Ca:0.00900901|Si:0.99099099,0.28,0.28,0.28,1,1,Ca-Si,Ca / Si(1 1 0 ) –,0.0
Ca:0.01352875|Er:0.02705750|F:0.67643743|Na:0.13866967|Y:0.14430665,2.34,2.34,2.34,1,1,Ca-Er-F-Na-Y,Na1.23Ca0.12Y1.28Er0.24F6,0.0
Ca:0.01352951|Er:0.02705902|F:0.67647556|Na:0.13867749|Y:0.14425841,2.05,2.05,2.05,1,1,Ca-Er-F-Na-Y,Na0.82Ca0.08Er0.16Y0.853F4,0.0
Ca:0.02857143|O:0.68571429|P:0.17142857|Zr:0.11428571,4.654999999999999,4.654999999999999,4.654999999999999,1,2,Ca-O-P-Zr,CaZr4(PO4)6,0.0
Ca:0.04166667|La:0.16666667|O:0.62500000|Ti:0.16666667,3.78,3.78,3.78,1,1,Ca-La-O-Ti,CaLa4Ti4O15,0.0
Ca:0.04347826|Ge:0.26086957|Na:0.08695652|O:0.60869565,4.88,4.88,4.88,1,1,Ca-Ge-Na-O,Na2CaGe6O14,0.0
Ca:0.05000000|Ga:0.45000000|N:0.50000000,2.02,2.02,2.02,1,1,Ca-Ga-N,(GaN)9 / (CaN)1,0.0
Ca:0.05000000|La:0.15000000|N:0.15000000|O:0.45000000|Ti:0.20000000,2.1,2.1,2.1,1,1,Ca-La-N-O-Ti,Ca0.25La0.75TiO2.25N0.75,0.0
Ca:0.06250000|Ge:0.18750000|O:0.62500000|Yb:0.12500000,5.5,5.5,5.5,1,1,Ca-Ge-O-Yb,CaYb2Ge3O10,0.0
Ca:0.08000000|O:0.60000000|Sn:0.08000000|Y:0.24000000,3.81,3.81,3.81,1,1,Ca-O-Sn-Y,Ca0.8Y2.4Sn0.8O6,0.0
Ca:0.10000000|Ga:0.10000000|O:0.60000000|Sr:0.10000000|V:0.10000000,0.37,0.37,0.37,1,1,Ca-Ga-O-Sr-V,CaSrGaVO6,0.0
Ca:0.10000000|Hf:0.10000000|La:0.20000000|O:0.60000000,4.9,4.9,4.9,1,1,Ca-Hf-La-O,La2CaHfO6,0.0
Ca:0.10000000|La:0.10000000|Mn:0.20000000|O:0.60000000,0.25,0.25,0.25,1,1,Ca-La-Mn-O,La0.5Ca0.5MnO3,0.0
Ca:0.10000000|Na:0.05000000|Nb:0.20000000|O:0.65000000,3.4,3.4,3.4,1,1,Ca-Na-Nb-O,Ca2NaNb4O13,0.0
Ca:0.10526316|K:0.05263158|O:0.63157895|V:0.15789474|Zn:0.05263158,3.06,3.06,3.06,1,1,Ca-K-O-V-Zn,Ca2KZn2−xV3O12,0.0
Ca:0.11111111|F:0.11111111|K:0.22222222|O:0.44444444|P:0.11111111,4.54,4.54,4.54,1,2,Ca-F-K-O-P,K2CaPO4F,0.0
Ca:0.11111111|Li:0.22222222|N:0.44444444|Si:0.22222222,3.63,3.63,3.63,1,1,Ca-Li-N-Si,Li2CaSi2N4,0.0
Ca:0.11111111|O:0.66666667|V:0.22222222,2.56,2.56,2.56,1,2,Ca-O-V,CaV2O6,0.0
Ca:0.12500000|Cs:0.06250000|O:0.62500000|Ta:0.18750000,3.8,3.8,3.8,1,1,Ca-Cs-O-Ta,CsCa2Ta3O10,0.0
Ca:0.12500000|Ge:0.12500000|Li:0.25000000|O:0.50000000,2.4,2.4,2.4,1,1,Ca-Ge-Li-O,Li2CaGeO4,0.0
Ca:0.12500000|H:0.25000000|Mo:0.12500000|O:0.25000000|Te:0.25000000,1.4,1.4,1.4,1,1,Ca-H-Mo-O-Te,Ca(OH)2 / α-MoTe2,0.0
Ca:0.12500000|K:0.06250000|Nb:0.18750000|O:0.62500000,3.44,3.395,3.52,3,3,Ca-K-Nb-O,KCa2Nb3O10,0.125
Ca:0.12500000|O:0.62500000|Ti:0.25000000,3.28,3.28,3.28,1,1,Ca-O-Ti,CaTi2O5,0.0
Ca:0.13333333|Cl:0.33333333|Mg:0.03333333|O:0.33333333|Si:0.16666667,5.72,5.72,5.72,1,1,Ca-Cl-Mg-O-Si,Ca0.8Mg0.2Cl2 / SiO2,0.0
Ca:0.13333333|Nb:0.20000000|O:0.66666667,3.44,3.44,3.44,1,1,Ca-Nb-O,Ca2Nb3O10−,0.0
Ca:0.14285714|Fe:0.28571429|O:0.57142857,1.9,1.8875,1.9,7,7,Ca-Fe-O,CaFe2O4,0.012499999999999956
Ca:0.14285714|Ga:0.28571429|S:0.57142857,4.2,4.2,4.2,1,1,Ca-Ga-S,thiogallate CaGa2S4,0.0
Ca:0.14285714|In:0.28571429|O:0.57142857,3.9,3.785,3.9,3,3,Ca-In-O,CaIn2O4,0.11499999999999977
Ca:0.14285714|In:0.28571429|S:0.57142857,2.62,2.62,2.62,1,1,Ca-In-S,CaIn2S4,0.0
Ca:0.14285714|La:0.28571429|S:0.57142857,2.8449999999999998,2.8225,2.8675,2,3,Ca-La-S,CaLa2S4,0.04500000000000037
Ca:0.14285714|Mn:0.28571429|O:0.57142857,1.94,1.94,1.94,1,1,Ca-Mn-O,CaMn2O4,0.0
Ca:0.14285714|O:0.57142857|Sc:0.28571429,4.45,4.45,4.45,1,1,Ca-O-Sc,CaSc2O4,0.0
Ca:0.14285714|O:0.57142857|Si:0.14285714|Sr:0.14285714,4.69,4.69,4.69,1,1,Ca-O-Si-Sr,CaSrSiO4,0.0
Ca:0.14285714|O:0.57142857|Sr:0.14285714|W:0.14285714,4.675000000000001,4.675000000000001,4.675000000000001,1,2,Ca-O-Sr-W,Sr1-xCaxWO4,0.0
Ca:0.15384615|Na:0.11538462|O:0.57692308|P:0.11538462|Te:0.03846154,3.6,3.6,3.6,1,2,Ca-Na-O-P-Te,Na3Ca4(TeO3)(PO4)3,0.0
Ca:0.16666667|Ga:0.16666667|N:0.50000000|Si:0.16666667,3.85,3.85,3.85,1,4,Ca-Ga-N-Si,CaGaSiN3,0.0
Ca:0.16666667|Mo:0.16666667|O:0.66666667,3.1,3.09,3.63,7,9,Ca-Mo-O,CaMoO4,0.54
Ca:0.16666667|O:0.50000000|S:0.16666667|Ti:0.16666667,3.18,3.18,3.18,1,1,Ca-O-S-Ti,CaTiO3–S,0.0
Ca:0.16666667|O:0.66666667|W:0.16666667,4.79,4.2,4.86,5,5,Ca-O-W,CaWO4,0.6600000000000001
Ca:0.17391304|Mg:0.15217391|N:0.47826087|Si:0.19565217,2.53,2.53,2.53,1,1,Ca-Mg-N-Si,Ca8Mg7Si9N22,0.0
Ca:0.18181818|Nb:0.18181818|O:0.63636364,2.14,2.14,2.14,1,1,Ca-Nb-O,Ca2Nb2O7,0.0
Ca:0.18181818|O:0.63636364|V:0.18181818,2.67,2.67,2.67,1,2,Ca-O-V,Ca2V2O7,0.0
Ca:0.18750000|Co:0.25000000|O:0.56250000,2.1,2.1,2.1,1,1,Ca-Co-O,Ca3Co4O9,0.0
Ca:0.20000000|Cd:0.40000000|N:0.40000000,0.4,0.4,0.4,1,1,Ca-Cd-N,CaCd2N2,0.0
Ca:0.20000000|Cr:0.10000000|O:0.60000000|Os:0.10000000,0.59,0.59,0.59,1,1,Ca-Cr-O-Os,Ca2CrOsO6,0.0
Ca:0.20000000|F:0.40000000|Si:0.40000000,1.08,1.08,1.08,1,1,Ca-F-Si,Si / CaF2 / Si,0.0
Ca:0.20000000|Fe:0.10000000|Mo:0.10000000|O:0.60000000,1.84,1.84,1.84,1,1,Ca-Fe-Mo-O,Ca2FeMoO6,0.0
Ca:0.20000000|Fe:0.10000000|O:0.60000000|Os:0.10000000,1.19,1.19,1.19,1,1,Ca-Fe-O-Os,Ca2FeOsO6,0.0
Ca:0.20000000|Gd:0.01955556|O:0.62222222|P:0.15555556|Sm:0.00266667,4.16,4.16,4.16,1,1,Ca-Gd-O-P-Sm,Ca9Gd0.88Sm0.12(PO4)7,0.0
Ca:0.20000000|Gd:0.02222222|O:0.62222222|P:0.15555556,3.88,3.88,3.88,1,1,Ca-Gd-O-P,Dy3+ doped Ca9Gd(PO4)7,0.0
Ca:0.20000000|H:0.40000000|O:0.40000000,4.3,3.67,5.05,5,6,Ca-H-O,Ca(OH)2,1.38
Ca:0.20000000|La:0.02222222|O:0.62222222|P:0.15555556,3.96,3.96,3.96,1,2,Ca-La-O-P,Ca9La(PO4)7,0.0
Ca:0.20000000|Mn:0.20000000|O:0.60000000,1.0,1.0,1.0,1,1,Ca-Mn-O,oxygenated CaMnO3,0.0
Ca:0.20000000|N:0.20000000|O:0.40000000|Ta:0.20000000,2.43,2.43,2.43,1,1,Ca-N-O-Ta,CaTaO2N,0.0
Ca:0.20000000|N:0.40000000|Zn:0.40000000,1.9,1.9,1.9,1,1,Ca-N-Zn,CaZn2N2,0.0
Ca:0.20000000|O:0.60000000|Si:0.20000000,5.5,5.5,5.5,1,1,Ca-O-Si,CaSiO3,0.0
Ca:0.20000000|O:0.60000000|Sn:0.20000000,3.8499999999999996,2.7375,4.359999999999999,4,4,Ca-O-Sn,CaSnO3,1.6224999999999996
Ca:0.20000000|O:0.60000000|Tc:0.20000000,1.74,1.74,1.74,1,1,Ca-O-Tc,CaTcO3,0.0
Ca:0.20000000|O:0.60000000|Ti:0.20000000,3.5,3.41,3.6262499999999998,18,22,Ca-O-Ti,CaTiO3,0.2162499999999996
Ca:0.20000000|O:0.60000000|Zr:0.20000000,3.3,3.3,3.3,1,2,Ca-O-Zr,CaZrO3,0.0
Ca:0.20000000|S:0.60000000|Ti:0.20000000,0.2,0.2,0.2,1,1,Ca-S-Ti,CaTiS3,0.0
Ca:0.20000000|S:0.60000000|Zr:0.20000000,1.9,1.9,1.9,1,1,Ca-S-Zr,CaZrS3,0.0
Ca:0.20000000|Se:0.60000000|Zr:0.20000000,1.35,1.35,1.35,1,1,Ca-Se-Zr,CaZrSe3,0.0
Ca:0.21428571|F:0.04761905|La:0.02380952|O:0.57142857|P:0.11904762|Si:0.02380952,4.42,4.42,4.42,1,1,Ca-F-La-O-P-Si,Ca9La(PO4)5(SiO4)F2,0.0
Ca:0.22222222|Fe:0.22222222|O:0.55555556,1.86,1.86,1.86,1,1,Ca-Fe-O,Ca2Fe2O5,0.0
Ca:0.23809524|F:0.04761905|O:0.57142857|P:0.14285714,5.67,5.67,5.67,1,1,Ca-F-O-P,[Ca10(PO4)6F2],0.0
Ca:0.25000000|Eu:0.25000000|F:0.50000000,5.9,5.9,5.9,1,1,Ca-Eu-F,CaF2(Eu),0.0
Ca:0.25000000|Mn:0.16666667|O:0.58333333,2.88,2.88,2.88,1,1,Ca-Mn-O,Ca3Mn2O7,0.0
Ca:0.25000000|N:0.25000000|Nb:0.25000000|S:0.25000000,2.865,2.865,2.865,1,2,Ca-N-Nb-S,CaNb-NS,0.0
Ca:0.25000000|O:0.25000000|S:0.25000000|Zn:0.25000000,4.0625,3.98625,4.13875,2,3,Ca-O-S-Zn,CaZnOS,0.15249999999999986
Ca:0.25000000|P:0.50000000|Si:0.25000000,0.97,0.97,0.97,1,3,Ca-P-Si,CaSiP2,0.0
Ca:0.25000000|S:0.50000000|Zn:0.25000000,1.88,1.88,1.88,1,2,Ca-S-Zn,CaZnS2,0.0
Ca:0.25000000|S:0.58333333|Zr:0.16666667,2.2,2.2,2.2,1,1,Ca-S-Zr,Ca3Zr2S7,0.0
Ca:0.26666667|O:0.60000000|P:0.13333333,4.75,4.75,4.75,1,1,Ca-O-P,Ca4(PO4)2O,0.0
Ca:0.27272727|N:0.18181818|O:0.36363636|Si:0.18181818,4.689,4.689,4.689,1,1,Ca-N-O-Si,Ca3Si2O4N2,0.0
Ca:0.30000000|Cl:0.20000000|Ge:0.10000000|O:0.40000000,3.08,3.08,3.08,1,1,Ca-Cl-Ge-O,Ca3GeO4Cl2,0.0
Ca:0.33333333|Cu:0.16666667|O:0.50000000,3.09,3.09,3.09,1,2,Ca-Cu-O,Ca2CuO3,0.0
Ca:0.33333333|F:0.66666667,2.31,2.2,2.55,5,8,Ca-F,CaF2 bismuth borate,0.34999999999999964
Ca:0.33333333|O:0.33333333|Zn:0.33333333,3.6624999999999996,3.5887499999999997,3.73625,2,2,Ca-O-Zn,Zn(1-x)CaxO,0.1475000000000004
Ca:0.33333333|O:0.66666667,2.78,2.78,2.78,1,1,Ca-O,CaO2,0.0
Ca:0.38461538|In:0.15384615|Sb:0.46153846,0.49,0.49,0.49,1,1,Ca-In-Sb,Ca5In2Sb6,0.0
Ca:0.40000000|N:0.40000000|Zn:0.20000000,1.9,1.9,1.9,1,1,Ca-N-Zn,Ca2ZnN2,0.0
Ca:0.50000000|Fe:0.04166667|Li:0.04166667|N:0.25000000|Te:0.16666667,0.495,0.495,0.495,1,2,Ca-Fe-Li-N-Te,Ca6(Li0.5Fe0.5)Te2N3,0.0
Ca:0.50000000|O:0.50000000,3.32,2.489,4.0,5,5,Ca-O,CaO,1.5110000000000001
Ca:0.50000000|S:0.17000000|Se:0.33000000,4.69,4.69,4.69,1,2,Ca-S-Se,CaSe0.66S0.34,0.0
Ca:0.50000000|S:0.50000000,4.43,4.325,4.50375,10,11,Ca-S,CaS,0.17874999999999996
Ca:0.50000000|Si:0.50000000,0.635,0.635,0.635,1,2,Ca-Si,CaSi,0.0
Ca:0.50000000|Te:0.50000000,3.24,2.86,3.62,2,2,Ca-Te,CaTe,0.7600000000000002
Ca:0.66666667|Si:0.33333333,1.005,0.7775000000000001,1.2325,2,3,Ca-Si,Ca2Si,0.45499999999999985
Ca:1.00000000,1.602,1.016,1.9485000000000001,3,3,Ca,calcium,0.9325000000000001
Cd:0.00110988|O:0.99889012,3.2,3.2,3.2,1,1,Cd-O,CdO900,0.0
Cd:0.01990050|Sn:0.48258706|Te:0.49751244,0.45,0.45,0.45,1,1,Cd-Sn-Te,Sn0.97Cd0.04Te,0.0
Cd:0.02030457|Sn:0.47208122|Te:0.50761421,0.21,0.21,0.21,1,1,Cd-Sn-Te,Sn0.93Cd0.04Te,0.0
Cd:0.05000000|O:0.50000000|Zn:0.45000000,2.69,2.69,2.69,1,1,Cd-O-Zn,Zn0.9Cd0.1O,0.0
Cd:0.05000000|S:0.50000000|Zn:0.45000000,2.51,2.51,2.51,1,1,Cd-S-Zn,Cd0.1Zn0.9S,0.0
Cd:0.06666667|O:0.53333333|P:0.13333333|S:0.06666667|Zn:0.20000000,2.452,2.452,2.452,1,1,Cd-O-P-S-Zn,CdS @ Zn3(PO4)2,0.0
Cd:0.07142857|Cl:0.21428571|H:0.28571429|N:0.07142857|S:0.21428571|Sn:0.14285714,1.79,1.79,1.79,1,1,Cd-Cl-H-N-S-Sn,NH4CdCl3 / Sn2S3,0.0
Cd:0.07500000|O:0.50000000|Zn:0.42500000,3.07,3.07,3.07,1,1,Cd-O-Zn,Zn0.85Cd0.15O,0.0
Cd:0.07692308|Cl:0.15384615|Cs:0.15384615|O:0.46153846|V:0.15384615,2.8,2.8,2.8,1,2,Cd-Cl-Cs-O-V,Cs2CdV2O6Cl2,0.0
Cd:0.08333333|Cu:0.08333333|Fe:0.16666667|O:0.58333333|Ti:0.08333333,2.2,2.2,2.2,1,1,Cd-Cu-Fe-O-Ti,CdTiO3 / CuFe2O4,0.0
Cd:0.09000000|Cu:0.05000000|Pb:0.36000000|S:0.50000000,1.63,1.63,1.63,1,2,Cd-Cu-Pb-S,(Pb0.8Cd0.2)0.9Cu0.1S,0.0
Cd:0.09090909|I:0.54545455|Tl:0.36363636,2.54,2.395,2.685,2,3,Cd-I-Tl,Tl4CdI6,0.29000000000000004
Cd:0.09859155|In:0.08450704|O:0.61971831|Te:0.19718310,3.0,3.0,3.0,1,1,Cd-In-O-Te,(In2O3)0.3(CdTe2O5)0.7,0.0
Cd:0.10000000|In:0.20000000|O:0.20000000|S:0.30000000|Se:0.10000000|Ti:0.10000000,1.7,1.7,1.7,1,1,Cd-In-O-S-Se-Ti,TiO2 / In2S3 / CdSe,0.0
Cd:0.10000000|Mn:0.40000000|S:0.50000000,2.29,2.29,2.29,1,1,Cd-Mn-S,Mn0.8Cd0.2S,0.0
Cd:0.10000000|Mo:0.20000000|S:0.60000000|Zn:0.10000000,2.25,2.25,2.25,1,1,Cd-Mo-S-Zn,MoS2–Cd0.5Zn0.5S,0.0
Cd:0.10000000|O:0.20000000|S:0.60000000|Ti:0.10000000,2.25,2.25,2.25,1,1,Cd-O-S-Ti,CdS(6)-TiO2,0.0
Cd:0.10000000|S:0.50000000|Zn:0.40000000,2.83,2.83,2.83,1,1,Cd-S-Zn,Zn0.8Cd0.2S,0.0
Cd:0.10526316|O:0.10526316|S:0.42105263|Se:0.31578947|Ti:0.05263158,1.84,1.84,1.84,1,1,Cd-O-S-Se-Ti,CdSe(6) / CdS(8) / TiO2,0.0
Cd:0.11000000|Hg:0.39000000|Te:0.50000000,0.38,0.38,0.38,1,1,Cd-Hg-Te,Cd0.22Hg0.78Te,0.0
Cd:0.11111111|Co:0.22222222|Ni:0.11111111|O:0.44444444|S:0.11111111,2.34,2.34,2.34,1,1,Cd-Co-Ni-O-S,NiCo2O4 / CdS,0.0
Cd:0.11111111|Cu:0.22222222|S:0.11111111|Se:0.44444444|Sn:0.11111111,1.01,1.01,1.01,1,1,Cd-Cu-S-Se-Sn,"Cu2CdSn(S,Se)4",0.0
Cd:0.11111111|Cu:0.22222222|S:0.44444444|Sn:0.11111111|Zn:0.11111111,1.3975,1.3975,1.3975,1,2,Cd-Cu-S-Sn-Zn,Cu2CdxZn1−xSnS4,0.0
Cd:0.11111111|Mo:0.11111111|O:0.66666667|Te:0.11111111,3.25,3.25,3.25,1,2,Cd-Mo-O-Te,CdTeMoO6,0.0
Cd:0.11111111|Na:0.33333333|Sb:0.11111111|Se:0.44444444,1.8,1.8,1.8,1,1,Cd-Na-Sb-Se,Na3CdSbSe4,0.0
Cd:0.11111111|O:0.55555556|S:0.11111111|Ti:0.11111111|W:0.11111111,2.41,2.41,2.41,1,1,Cd-O-S-Ti-W,CdS-TiO2-WO3,0.0
Cd:0.12500000|Cs:0.12500000|H:0.25000000|I:0.37500000|O:0.12500000,3.26,3.26,3.26,1,1,Cd-Cs-H-I-O,CsCdI3·H2O,0.0
Cd:0.12500000|Cu:0.25000000|Ge:0.12500000|S:0.50000000,2.08,2.065,2.0949999999999998,2,2,Cd-Cu-Ge-S,Cu2CdGeS4,0.029999999999999805
Cd:0.12500000|Cu:0.25000000|Ge:0.12500000|Se:0.50000000,1.27,1.2349999999999999,1.27,3,4,Cd-Cu-Ge-Se,Cu2CdGeSe4,0.03500000000000014
Cd:0.12500000|Cu:0.25000000|S:0.50000000|Sn:0.12500000,1.4,1.0899999999999999,1.45,3,3,Cd-Cu-S-Sn,Cu2CdSnS4,0.3600000000000001
Cd:0.12500000|Cu:0.25000000|Se:0.50000000|Sn:0.12500000,0.845,0.8225,0.8675,2,2,Cd-Cu-Se-Sn,Cu2CdSnSe4,0.04500000000000004
Cd:0.12500000|Cu:0.25000000|Sn:0.12500000|Te:0.50000000,0.8,0.8,0.8,1,1,Cd-Cu-Sn-Te,Cu2CdSnTe4,0.0
Cd:0.12500000|Ge:0.12500000|Li:0.25000000|S:0.50000000,2.7,2.7,2.7,1,1,Cd-Ge-Li-S,Li2CdGeS4,0.0
Cd:0.12500000|Ge:0.12500000|Li:0.25000000|Se:0.50000000,2.5,2.5,2.5,1,1,Cd-Ge-Li-Se,Li2CdGeSe4,0.0
Cd:0.12500000|In:0.25000000|S:0.50000000|Zn:0.12500000,2.48,2.48,2.48,1,1,Cd-In-S-Zn,ZnxCd1−xIn2S4,0.0
Cd:0.12500000|Li:0.25000000|S:0.50000000|Si:0.12500000,3.319,3.319,3.319,1,4,Cd-Li-S-Si,Li2CdSiS4,0.0
Cd:0.12500000|Ni:0.12500000|O:0.62500000|W:0.12500000,2.66,2.66,2.66,1,1,Cd-Ni-O-W,NiWO4 / CdO,0.0
Cd:0.12500000|O:0.50000000|S:0.12500000|W:0.12500000|Zn:0.12500000,2.415,2.415,2.415,1,1,Cd-O-S-W-Zn,CdS @ ZnWO4,0.0
Cd:0.12500000|O:0.62500000|Ti:0.25000000,3.1,3.1,3.1,1,1,Cd-O-Ti,CdTiO3–TiO2,0.0
Cd:0.12500000|O:0.62500000|W:0.12500000|Zn:0.12500000,2.8,2.8,2.8,1,1,Cd-O-W-Zn,CdWO4–ZnO,0.0
Cd:0.12500000|S:0.37500000|Se:0.12500000|Zn:0.37500000,3.48,3.48,3.48,1,1,Cd-S-Se-Zn,Zn0.75Cd0.25S0.75Se0.25,0.0
